genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
All,HF meal,Time_(joint),HMDB0241309,CAR 13:1,,,,0.287412590231334,Main,,
All,HF meal,Time_360,HMDB0240611,SM 18:1;O2/21:0,0.500718600836557,0.095407506424636,0.00118854041951593,,Main,0.31371988824427,0.687717313428843
All,HF meal,Time_(joint),HMDB0240611,SM 18:1;O2/21:0,,,,0.00118854041951593,Main,,
All,HF meal,Time_360,HMDB0240669,SM 18:1;O2/22:2,0.023747780774336,0.0259741816403759,0.390972853682661,,Main,-0.0271616152408008,0.0746571767894729
All,HF meal,Time_(joint),HMDB0240669,SM 18:1;O2/22:2,,,,0.390972853682661,Main,,
All,HF meal,Time_360,HMDB0000696,Methionine,0.619126227182264,0.479229812768906,0.237400187837042,,Main,-0.320164205844791,1.55841666020932
All,HF meal,Time_(joint),HMDB0000696,Methionine,,,,0.237400187837042,Main,,
All,HF meal,Time_360,HMDB0005015,Gabapentin,0.018433074168044,0.115327233268379,0.877527070378109,,Main,-0.207608303037979,0.244474451374067
All,HF meal,Time_(joint),HMDB0005015,Gabapentin,,,,0.877527070378109,Main,,
All,HF meal,Time_360,HMDB0062737,CAR 11:1,0.140871466157187,0.09630235897877,0.186920781082198,,Main,-0.0478811574412023,0.329624089755576
All,HF meal,Time_(joint),HMDB0062737,CAR 11:1,,,,0.186920781082198,Main,,
All,HF meal,Time_360,HMDB0240608,SM 18:1;O2/15:0,0.00521038982617128,0.00951332706873245,0.600921378477338,,Main,-0.0134357312285443,0.0238565108808869
All,HF meal,Time_(joint),HMDB0240608,SM 18:1;O2/15:0,,,,0.600921378477338,Main,,
All,HF meal,Time_360,HMDB0013288,CAR 9:0,-0.0637127001111093,0.0519013715816071,0.259282889808746,,Main,-0.165439388411059,0.0380139881888406
All,HF meal,Time_(joint),HMDB0013288,CAR 9:0,,,,0.259282889808746,Main,,
All,HF meal,Time_360,HMDB0240612,SM 18:1;O2/14:1,-0.0076149988278722,0.0164300317201627,0.657086210910659,,Main,-0.0398178609993911,0.0245878633436467
All,HF meal,Time_(joint),HMDB0240612,SM 18:1;O2/14:1,,,,0.657086210910659,Main,,
All,HF meal,Time_360,HMDB0241744,CAR 9:1,-0.0234560062751088,0.0415830888706302,0.590309321223274,,Main,-0.104958860461544,0.0580468479113264
All,HF meal,Time_(joint),HMDB0241744,CAR 9:1,,,,0.590309321223274,Main,,
All,HF meal,Time_360,HMDB0001954,3-Hydroxyoctanoic acid,0.322372195103522,0.104748517280351,0.0178759902273535,,Main,0.117065101234035,0.52767928897301
All,HF meal,Time_(joint),HMDB0001954,3-Hydroxyoctanoic acid,,,,0.0178759902273535,Main,,
All,HF meal,Time_360,HMDB0000792,Sebacic acid,0.105612280374614,0.0104592918332296,2.00683932808808e-05,,Main,0.085112068381484,0.126112492367744
All,HF meal,Time_(joint),HMDB0000792,Sebacic acid,,,,2.00683932808809e-05,Main,,
All,HF meal,Time_360,HMDB0000148,Glutamic acid,0.105612280374614,0.0104592918332296,2.00683932808808e-05,,Main,0.085112068381484,0.126112492367744
All,HF meal,Time_(joint),HMDB0000148,Glutamic acid,,,,2.00683932808809e-05,Main,,
All,HF meal,Time_360,HMDB0060920,2-Hydroxyibuprofen,-0.180941398529566,0.120570022068843,0.177117683396652,,Main,-0.417258641784498,0.0553758447253672
All,HF meal,Time_(joint),HMDB0060920,2-Hydroxyibuprofen,,,,0.177117683396652,Main,,
All,HF meal,Time_360,HMDB0000187,Serine,-0.117091460053409,0.200755948793077,0.578022124981579,,Main,-0.510573119687841,0.276390199581022
All,HF meal,Time_(joint),HMDB0000187,Serine,,,,0.578022124981579,Main,,
All,HF meal,Time_360,HMDB0061634,CAR 8:0;OH,0.0800570246288963,0.0990352309538274,0.445477337070465,,Main,-0.114052028040605,0.274166077298398
All,HF meal,Time_(joint),HMDB0061634,CAR 8:0;OH,,,,0.445477337070465,Main,,
All,HF meal,Time_360,HMDB0240724,CAR DC8:0,-0.0411105013323692,0.0503876277815594,0.44144059761162,,Main,-0.139870251784226,0.0576492491194873
All,HF meal,Time_(joint),HMDB0240724,CAR DC8:0,,,,0.44144059761162,Main,,
All,HF meal,Time_360,HMDB0000764,Hydrocinnamic acid,0.283255806263518,0.172795899638764,0.145169463650224,,Main,-0.0554241570284587,0.621935769555495
All,HF meal,Time_(joint),HMDB0000764,Hydrocinnamic acid,,,,0.145169463650224,Main,,
All,HF meal,Time_360,HMDB0002366,CAR 5:1,0.0513724282494685,0.0955066030562132,0.607319840427158,,Main,-0.135820513740709,0.238565370239647
All,HF meal,Time_(joint),HMDB0002366,CAR 5:1,,,,0.607319840427158,Main,,
All,HF meal,Time_360,HMDB0060564,Carboxyibuprofen,-0.0585626459377764,0.12696752514088,0.658614977353997,,Main,-0.307418995213902,0.190293703338349
All,HF meal,Time_(joint),HMDB0060564,Carboxyibuprofen,,,,0.658614977353997,Main,,
All,HF meal,Time_360,HMDB0000641,Glutamine,0.218822552723808,0.0793956298967137,0.0282542308473814,,Main,0.0632071181262491,0.374437987321367
All,HF meal,Time_(joint),HMDB0000641,Glutamine,,,,0.0282542308473814,Main,,
All,HF meal,Time_360,HMDB0002024,Imidazoleacetic acid,-0.066009495937605,0.0935923734114459,0.503417952558819,,Main,-0.249450547824039,0.117431555948829
All,HF meal,Time_(joint),HMDB0002024,Imidazoleacetic acid,,,,0.503417952558819,Main,,
All,HF meal,Time_360,HMDB0002013,CAR 4:0,-0.547597563555105,0.490217161142016,0.300841247482925,,Main,-1.50842319939346,0.413228072283246
All,HF meal,Time_(joint),HMDB0002013,CAR 4:0,,,,0.300841247482925,Main,,
All,HF meal,Time_360,HMDB0004620,N-Acetylarginine,0.163346646344735,0.346996076054535,0.652138983856572,,Main,-0.516765662722153,0.843458955411622
All,HF meal,Time_(joint),HMDB0004620,N-Acetylarginine,,,,0.652138983856572,Main,,
All,HF meal,Time_360,HMDB0094713,N-Acetylisoputreanine,0.000335182403492978,0.011914238726809,0.978341392602727,,Main,-0.0230167255010526,0.0236870903080385
All,HF meal,Time_(joint),HMDB0094713,N-Acetylisoputreanine,,,,0.978341392602727,Main,,
All,HF meal,Time_360,HMDB0013131,CAR 6:0;OH,-0.0167920703094175,0.0944459897763879,0.86391926814592,,Main,-0.201906210271138,0.168322069652303
All,HF meal,Time_(joint),HMDB0013131,CAR 6:0;OH,,,,0.86391926814592,Main,,
All,HF meal,Time_360,HMDB0002264,2-Hydroxyoctanoic acid,-0.058157048088379,0.028254446091336,0.0785582101565139,,Main,-0.113535762427398,-0.00277833374936054
All,HF meal,Time_(joint),HMDB0002264,2-Hydroxyoctanoic acid,,,,0.0785582101565139,Main,,
All,HF meal,Time_360,HMDB0000699,1-Methyl nicotinamide,0.356775022419424,0.21032614165533,0.133646809553588,,Main,-0.0554642152250241,0.769014260063871
All,HF meal,Time_(joint),HMDB0000699,1-Methyl nicotinamide,,,,0.133646809553588,Main,,
All,HF meal,Time_360,HMDB0000092,Dimethylglycine,-0.00608904315494918,0.00946731185008552,0.540605518467759,,Main,-0.0246449743811168,0.0124668880712184
All,HF meal,Time_(joint),HMDB0000092,Dimethylglycine,,,,0.540605518467759,Main,,
All,HF meal,Time_360,HMDB0001161,3-Dehydroxycarnitine,0.0964208432403413,0.0323941353163898,0.0206171435836536,,Main,0.0329283380202174,0.159913348460465
All,HF meal,Time_(joint),HMDB0001161,3-Dehydroxycarnitine,,,,0.0206171435836535,Main,,
All,HF meal,Time_360,HMDB0000875,Trigonelline,0.237926077414251,0.104123228381627,0.0562167657369269,,Main,0.0338445497862612,0.442007605042241
All,HF meal,Time_(joint),HMDB0000875,Trigonelline,,,,0.0562167657369269,Main,,
All,HF meal,Time_360,HMDB0000043,Betaine,0.0184601488019283,0.0234326931988906,0.456659491534359,,Main,-0.0274679298678973,0.0643882274717538
All,HF meal,Time_(joint),HMDB0000043,Betaine,,,,0.456659491534359,Main,,
All,HF meal,Time_360,HMDB0006695,Pro-hydroxyPro,-0.0804824702209961,0.0499009514530292,0.150813181929687,,Main,-0.178288335068933,0.0173233946269411
All,HF meal,Time_(joint),HMDB0006695,Pro-hydroxyPro,,,,0.150813181929687,Main,,
All,HF meal,Time_360,HMDB0000888,Undecanedioic acid,0.0370801971676737,0.0186511568559153,0.0871361783953415,,Main,0.000523929730079795,0.0736364646052677
All,HF meal,Time_(joint),HMDB0000888,Undecanedioic acid,,,,0.0871361783953415,Main,,
All,HF meal,Time_360,HMDB0002038,N(6)-Methyllysine,-0.0239906770457488,0.0255369452443037,0.378777091484502,,Main,-0.074043089724584,0.0260617356330865
All,HF meal,Time_(joint),HMDB0002038,N(6)-Methyllysine,,,,0.378777091484502,Main,,
All,HF meal,Time_360,HMDB0000479,3-Methylhistidine,0.089755665506921,0.0423203536221226,0.0716301744010233,,Main,0.00680777240756064,0.172703558606281
All,HF meal,Time_(joint),HMDB0000479,3-Methylhistidine,,,,0.0716301744010233,Main,,
All,HF meal,Time_360,HMDB0001276,N1-Acetylspermidine,-0.02378005772397,0.101175049568685,0.82090620662968,,Main,-0.222083154878593,0.174523039430653
All,HF meal,Time_(joint),HMDB0001276,N1-Acetylspermidine,,,,0.82090620662968,Main,,
All,HF meal,Time_360,HMDB0001325,N-6-Trimethyllysine,0.00747900320224026,0.0421215797378868,0.864099227245645,,Main,-0.0750792930840178,0.0900372994884984
All,HF meal,Time_(joint),HMDB0001325,N-6-Trimethyllysine,,,,0.864099227245645,Main,,
All,HF meal,Time_360,HMDB0000932,Tauro-alpha-muricholic acid,0.332364280731028,0.134725847929679,0.0430237378893706,,Main,0.0683016187888575,0.596426942673198
All,HF meal,Time_(joint),HMDB0000932,Tauro-alpha-muricholic acid,,,,0.0430237378893706,Main,,
All,HF meal,Time_360,HMDB0001931,gamma-CEHC,0.0815519095603962,0.0368703719847021,0.0626255618059994,,Main,0.00928598047038008,0.153817838650412
All,HF meal,Time_(joint),HMDB0001931,gamma-CEHC,,,,0.0626255618059994,Main,,
All,HF meal,Time_360,HMDB0000623,Dodecanedioic acid,0.192177214624181,0.0316042954507059,0.000500507616014265,,Main,0.130232795540797,0.254121633707564
All,HF meal,Time_(joint),HMDB0000623,Dodecanedioic acid,,,,0.000500507616014265,Main,,
All,HF meal,Time_360,HMDB0000708,Glycoursodeoxycholic acid,0.397315795993155,0.131259737036372,0.0191972178740368,,Main,0.140046711401866,0.654584880584444
All,HF meal,Time_(joint),HMDB0000708,Glycoursodeoxycholic acid,,,,0.0191972178740368,Main,,
All,HF meal,Time_360,HMDB0000138,Glycocholic acid,0.725919613809353,0.19696137921261,0.00244611735049778,,Main,0.339875310552638,1.11196391706607
All,HF meal,Time_(joint),HMDB0000138,Glycocholic acid,,,,0.00244611735049778,Main,,
All,HF meal,Time_360,HMDB0001565,Choline phosphate,0.0744188808079756,0.0230788831478232,0.0145613960305924,,Main,0.029184269838242,0.119653491777709
All,HF meal,Time_(joint),HMDB0001565,Choline phosphate,,,,0.0145613960305924,Main,,
All,HF meal,Time_360,HMDB0001518,alpha-CEHC,0.060939536249176,0.0340004367389,0.116183402415907,,Main,-0.00570131975906801,0.12758039225742
All,HF meal,Time_(joint),HMDB0001518,alpha-CEHC,,,,0.116183402415907,Main,,
All,HF meal,Time_360,HMDB0000086,sn-Glycero-3-phosphocholine,0.060939536249176,0.0340004367389,0.116183402415907,,Main,-0.00570131975906801,0.12758039225742
All,HF meal,Time_(joint),HMDB0000086,sn-Glycero-3-phosphocholine,,,,0.116183402415907,Main,,
All,HF meal,Time_360,HMDB0029022,Pro-Lys,0.253878639965166,0.0910202808522051,0.0269372323548884,,Main,0.0754788894948436,0.432278390435487
All,HF meal,Time_(joint),HMDB0029022,Pro-Lys,,,,0.0269372323548884,Main,,
All,HF meal,Time_360,HMDB0002829,Androsterone 3-glucuronide,0.00564118239421772,0.0381474070766091,0.886608131965508,,Main,-0.0691277354759361,0.0804101002643715
All,HF meal,Time_(joint),HMDB0002829,Androsterone 3-glucuronide,,,,0.886608131965508,Main,,
All,HF meal,Time_360,HMDB0002203,3-Hydroxydecanoic acid,0.26338404755985,0.111001795237361,0.0494030312799307,,Main,0.0458205288946212,0.480947566225078
All,HF meal,Time_(joint),HMDB0002203,3-Hydroxydecanoic acid,,,,0.0494030312799307,Main,,
All,HF meal,Time_360,HMDB0028951,Lys-Gly,0.26338404755985,0.111001795237361,0.0494030312799307,,Main,0.0458205288946212,0.480947566225078
All,HF meal,Time_(joint),HMDB0028951,Lys-Gly,,,,0.0494030312799307,Main,,
All,HF meal,Time_360,HMDB0029416,Targinine,-0.395008465849393,0.360795297477007,0.309827014041109,,Main,-1.10216724890433,0.312150317205541
All,HF meal,Time_(joint),HMDB0029416,Targinine,,,,0.309827014041109,Main,,
All,HF meal,Time_360,HMDB0013127,CAR 4:0;OH,0.0053427944361904,0.0377470822150411,0.891429253287503,,Main,-0.0686414867052902,0.079327075577671
All,HF meal,Time_(joint),HMDB0013127,CAR 4:0;OH,,,,0.891429253287503,Main,,
All,HF meal,Time_360,HMDB0002820,Methylimidazoleacetic acid,0.234131319487966,0.186746245526202,0.250184252761724,,Main,-0.131891321743391,0.600153960719322
All,HF meal,Time_(joint),HMDB0002820,Methylimidazoleacetic acid,,,,0.250184252761724,Main,,
All,HF meal,Time_360,HMDB0241655,CAR 5:0;OH,0.265542321890878,0.261597920544753,0.34386240232362,,Main,-0.247189602376837,0.778274246158593
All,HF meal,Time_(joint),HMDB0241655,CAR 5:0;OH,,,,0.34386240232362,Main,,
All,HF meal,Time_360,HMDB0001934,Nicotine,-0.422086322020439,0.23184282991208,0.111475251067293,,Main,-0.876498268648116,0.0323256246072384
All,HF meal,Time_(joint),HMDB0001934,Nicotine,,,,0.111475251067293,Main,,
All,HF meal,Time_360,HMDB0000206,N6-Acetyllysine,-0.108349942441979,0.180077175097862,0.566351752427587,,Main,-0.461301205633789,0.24460132074983
All,HF meal,Time_(joint),HMDB0000206,N6-Acetyllysine,,,,0.566351752427587,Main,,
All,HF meal,Time_360,HMDB0000824,CAR 3:0,0.0282408668061702,0.0519018179403887,0.603249805595006,,Main,-0.0734866963569916,0.129968429969332
All,HF meal,Time_(joint),HMDB0000824,CAR 3:0,,,,0.603249805595006,Main,,
All,HF meal,Time_360,HMDB0000904,Citrulline,0.206481049495958,0.0718408765540256,0.0238503022231664,,Main,0.0656729314500675,0.347289167541848
All,HF meal,Time_(joint),HMDB0000904,Citrulline,,,,0.0238503022231664,Main,,
All,HF meal,Time_360,HMDB0029432,S-Methylcysteine S-oxide,-0.0572709543379535,0.0547335138060829,0.330175122417556,,Main,-0.164548641397876,0.050006732721969
All,HF meal,Time_(joint),HMDB0029432,S-Methylcysteine S-oxide,,,,0.330175122417556,Main,,
All,HF meal,Time_360,HMDB0061677,CAR DC6:0,0.0993429584264569,0.115399957387713,0.417824269745061,,Main,-0.126840958053461,0.325526874906375
All,HF meal,Time_(joint),HMDB0061677,CAR DC6:0,,,,0.417824269745061,Main,,
All,HF meal,Time_360,HMDB0241688,CAR DC7:1,-0.522154669992579,0.256958770852072,0.0816646160672743,,Main,-1.02579386086264,-0.0185154791225185
All,HF meal,Time_(joint),HMDB0241688,CAR DC7:1,,,,0.0816646160672743,Main,,
All,HF meal,Time_360,HMDB0013328,CAR DC7:0,1.85413773964608,0.133232306947683,2.33914664607267e-06,,Main,1.59300241802862,2.11527306126354
All,HF meal,Time_(joint),HMDB0013328,CAR DC7:0,,,,2.33914664607267e-06,Main,,
All,HF meal,Time_360,HMDB0241707,CAR DC8:1,0.0606414048946427,0.0642079154876783,0.376386638298428,,Main,-0.0652061094612067,0.186488919250492
All,HF meal,Time_(joint),HMDB0241707,CAR DC8:1,,,,0.376386638298428,Main,,
All,HF meal,Time_360,HMDB0000482,Caprylic acid,0.745217856525397,0.0914575921967966,8.10512505623965e-05,,Main,0.565960975819675,0.924474737231118
All,HF meal,Time_(joint),HMDB0000482,Caprylic acid,,,,8.10512505623965e-05,Main,,
All,HF meal,Time_360,HMDB0142963,2-amino-6-hydroxyhexanoic acid,0.02929753693099,0.0298980785696308,0.35977380600027,,Main,-0.0293026970654863,0.0878977709274664
All,HF meal,Time_(joint),HMDB0142963,2-amino-6-hydroxyhexanoic acid,,,,0.35977380600027,Main,,
All,HF meal,Time_360,HMDB0000619,Cholic acid,0.348846761045703,0.22423692322955,0.163730509992208,,Main,-0.0906576084842158,0.788351130575622
All,HF meal,Time_(joint),HMDB0000619,Cholic acid,,,,0.163730509992208,Main,,
All,HF meal,Time_360,HMDB0000036,Taurocholic acid,0.944737809820024,0.274555951897477,0.0108230017684512,,Main,0.406608144100969,1.48286747553908
All,HF meal,Time_(joint),HMDB0000036,Taurocholic acid,,,,0.0108230017684512,Main,,
All,HF meal,Time_360,HMDB0002284,N-Acetylcadaverine,-0.0559967281098412,0.0338031911140451,0.141579644401099,,Main,-0.12225098269337,0.0102575264736872
All,HF meal,Time_(joint),HMDB0002284,N-Acetylcadaverine,,,,0.141579644401099,Main,,
All,HF meal,Time_360,HMDB0000895,Acetylcholine,0.0645998032578028,0.11469447554001,0.590852067598225,,Main,-0.160201368800617,0.289400975316223
All,HF meal,Time_(joint),HMDB0000895,Acetylcholine,,,,0.590852067598225,Main,,
All,HF meal,Time_360,HMDB0013122,LPC P-18:0,-0.0122272676224071,0.0398316797297912,0.767794174582228,,Main,-0.0902973598927978,0.0658428246479836
All,HF meal,Time_(joint),HMDB0013122,LPC P-18:0,,,,0.767794174582228,Main,,
All,HF meal,Time_360,HMDB0000161,Alanine,0.0540860999668045,0.0668288984831923,0.444964093841906,,Main,-0.0768985410602524,0.185070740993861
All,HF meal,Time_(joint),HMDB0000161,Alanine,,,,0.444964093841906,Main,,
All,HF meal,Time_360,HMDB0032538,Triethanolamine,0.0323420018953691,0.0243968989238563,0.206177821685411,,Main,-0.0154759199953892,0.0801599237861274
All,HF meal,Time_(joint),HMDB0032538,Triethanolamine,,,,0.206177821685411,Main,,
All,HF meal,Time_360,HMDB0000872,Tetradecanedioic acid,0.227115267978842,0.102807854387895,0.0628785130277317,,Main,0.0256118733785668,0.428618662579117
All,HF meal,Time_(joint),HMDB0000872,Tetradecanedioic acid,,,,0.0628785130277317,Main,,
All,HF meal,Time_360,HMDB0000637,Glycochenodeoxycholic acid,0.5817006060427,0.168811490588528,0.0107514663689997,,Main,0.250830084489186,0.912571127596214
All,HF meal,Time_(joint),HMDB0000637,Glycochenodeoxycholic acid,,,,0.0107514663689997,Main,,
All,HF meal,Time_360,HMDB0000733,Hyodeoxycholic acid,0.167046378591738,0.0826575140779455,0.0830143752633737,,Main,0.00503765099896533,0.329055106184512
All,HF meal,Time_(joint),HMDB0000733,Hyodeoxycholic acid,,,,0.0830143752633737,Main,,
All,HF meal,Time_360,HMDB0004437,Diethanolamine,0.0900016677187807,0.0573755647950636,0.160719708338554,,Main,-0.0224544392795439,0.202457774717105
All,HF meal,Time_(joint),HMDB0004437,Diethanolamine,,,,0.160719708338554,Main,,
All,HF meal,Time_360,HMDB0061636,CAR 10:0;OH,-0.117945301162024,0.120311670277152,0.359581545029717,,Main,-0.353756174905241,0.117865572581193
All,HF meal,Time_(joint),HMDB0061636,CAR 10:0;OH,,,,0.359581545029717,Main,,
All,HF meal,Time_360,HMDB0241717,CAR 8:2,0.306383119832464,0.379774521253711,0.446350306763493,,Main,-0.437974941824809,1.05074118148974
All,HF meal,Time_(joint),HMDB0241717,CAR 8:2,,,,0.446350306763493,Main,,
All,HF meal,Time_360,HMDB0002271,Imidazolepropionic acid,0.130648587762781,0.324357588042431,0.699119033610869,,Main,-0.505092284800383,0.766389460325946
All,HF meal,Time_(joint),HMDB0002271,Imidazolepropionic acid,,,,0.699119033610869,Main,,
All,HF meal,Time_360,HMDB0013238,CAR 7:0,-0.1737420904469,0.110441622049802,0.159680489745295,,Main,-0.390207669664513,0.0427234887707124
All,HF meal,Time_(joint),HMDB0013238,CAR 7:0,,,,0.159680489745295,Main,,
All,HF meal,Time_360,HMDB0001935,Warfarin,0.0555113261626694,0.0445890777887346,0.253208680659799,,Main,-0.0318832663032504,0.142905918628589
All,HF meal,Time_(joint),HMDB0001935,Warfarin,,,,0.253208680659799,Main,,
All,HF meal,Time_360,HMDB0013325,CAR 10:2,-0.0220800413776133,0.167708865778435,0.898959842290476,,Main,-0.350789418303345,0.306629335548119
All,HF meal,Time_(joint),HMDB0013325,CAR 10:2,,,,0.898959842290476,Main,,
All,HF meal,Time_360,HMDB0010405,LPC 24:0,-0.0615434273562361,0.0957731679357441,0.540953950902033,,Main,-0.249258836510295,0.126171981797822
All,HF meal,Time_(joint),HMDB0010405,LPC 24:0,,,,0.540953950902033,Main,,
All,HF meal,Time_360,HMDB0000791,CAR 8:0,-0.0166630142289694,0.160403124174189,0.920176591646086,,Main,-0.331053137610381,0.297727109152442
All,HF meal,Time_(joint),HMDB0000791,CAR 8:0,,,,0.920176591646086,Main,,
All,HF meal,Time_360,HMDB0003464,4-Guanidinobutanoic acid,0.101370474029951,0.125968737104209,0.447442661558814,,Main,-0.145528250694298,0.3482691987542
All,HF meal,Time_(joint),HMDB0003464,4-Guanidinobutanoic acid,,,,0.447442661558814,Main,,
All,HF meal,Time_360,HMDB0000631,Glycodeoxycholic acid,0.549203404346009,0.199297048179363,0.0282705542501584,,Main,0.158581189914457,0.939825618777561
All,HF meal,Time_(joint),HMDB0000631,Glycodeoxycholic acid,,,,0.0282705542501584,Main,,
All,HF meal,Time_360,HMDB0013205,CAR 10:1,-0.00765033224934175,0.045457762422091,0.871110300677168,,Main,-0.0967475465966402,0.0814468820979567
All,HF meal,Time_(joint),HMDB0013205,CAR 10:1,,,,0.871110300677168,Main,,
All,HF meal,Time_360,HMDB0010169,SM 18:1;O2/16:0,0.0576217550327911,0.0323386769646922,0.117980329025688,,Main,-0.00576205181800567,0.121005561883588
All,HF meal,Time_(joint),HMDB0010169,SM 18:1;O2/16:0,,,,0.117980329025688,Main,,
All,HF meal,Time_360,HMDB0241240,CAR 12:2,-0.0304677907545408,0.0126251401949414,0.0465503474998034,,Main,-0.055213065536626,-0.00572251597245553
All,HF meal,Time_(joint),HMDB0241240,CAR 12:2,,,,0.0465503474998034,Main,,
All,HF meal,Time_360,HMDB0240610,SM 18:1;O2/20:1,-0.0207065951368453,0.0725123147225029,0.78348038375707,,Main,-0.162830731992951,0.12141754171926
All,HF meal,Time_(joint),HMDB0240610,SM 18:1;O2/20:1,,,,0.78348038375707,Main,,
All,HF meal,Time_360,HMDB0241394,CAR 14:3,0.0528966827705784,0.0781704424696604,0.520332692477902,,Main,-0.100317384469956,0.206110750011113
All,HF meal,Time_(joint),HMDB0241394,CAR 14:3,,,,0.520332692477902,Main,,
All,HF meal,Time_360,HMDB0002250,CAR 12:0,-0.0135717389128445,0.0141391325415627,0.353405537865734,,Main,-0.0412844386943073,0.0141409608686184
All,HF meal,Time_(joint),HMDB0002250,CAR 12:0,,,,0.353405537865734,Main,,
All,HF meal,Time_360,HMDB0241308,CAR 13:0,0.0224253725937909,0.00800648365004477,0.026489907798123,,Main,0.0067326646397031,0.0381180805478786
All,HF meal,Time_(joint),HMDB0241308,CAR 13:0,,,,0.026489907798123,Main,,
All,HF meal,Time_360,HMDB0007874,PC 32:2,-0.334428389763984,0.208014286270847,0.151932198380398,,Main,-0.742136390854844,0.0732796113268762
All,HF meal,Time_(joint),HMDB0007874,PC 32:2,,,,0.151932198380398,Main,,
All,HF meal,Time_360,HMDB0007871,PC 32:0,0.0259210230739768,0.0190401014229466,0.194899567796337,,Main,-0.0113975757149985,0.0632396218629521
All,HF meal,Time_(joint),HMDB0007871,PC 32:0,,,,0.194899567796337,Main,,
All,HF meal,Time_360,HMDB0011212,PC P-34:3,0.0876991017073943,0.0197407746444113,0.00299851302110355,,Main,0.0490071834043482,0.12639102001044
All,HF meal,Time_(joint),HMDB0011212,PC P-34:3,,,,0.00299851302110355,Main,,
All,HF meal,Time_360,HMDB0011310,PC P-36:3,0.171693763848298,0.392376041242718,0.674877978453232,,Main,-0.597363276987429,0.940750804684025
All,HF meal,Time_(joint),HMDB0011310,PC P-36:3,,,,0.674877978453232,Main,,
All,HF meal,Time_360,HMDB0006460,CAR 20:0,0.0123667987111382,0.0525598304901516,0.820718801223881,,Main,-0.090650469049559,0.115384066471835
All,HF meal,Time_(joint),HMDB0006460,CAR 20:0,,,,0.820718801223881,Main,,
All,HF meal,Time_360,HMDB0000277,Sphingosine 1-phosphate,-0.00226524450146748,0.0701840124045318,0.975153123052983,,Main,-0.13982590881435,0.135295419811415
All,HF meal,Time_(joint),HMDB0000277,Sphingosine 1-phosphate,,,,0.975153123052983,Main,,
All,HF meal,Time_360,HMDB0004705,"12,13-DiHOME",0.0584108170149271,0.0418856545527862,0.205815322307762,,Main,-0.0236850659085339,0.140506699938388
All,HF meal,Time_(joint),HMDB0004705,"12,13-DiHOME",,,,0.205815322307762,Main,,
All,HF meal,Time_360,HMDB0011504,LPE 16:1,0.0830571665601916,0.0284201648019921,0.0222614925496465,,Main,0.0273536435482871,0.138760689572096
All,HF meal,Time_(joint),HMDB0011504,LPE 16:1,,,,0.0222614925496465,Main,,
All,HF meal,Time_360,HMDB0011484,LPE 20:3,-0.0507009330261604,0.0736907875278545,0.513584664298866,,Main,-0.195134876580755,0.0937330105284345
All,HF meal,Time_(joint),HMDB0011484,LPE 20:3,,,,0.513584664298866,Main,,
All,HF meal,Time_360,HMDB0004704,"9,10-DiHOME",-0.0704623422746202,0.0592662499530999,0.254249983314372,,Main,-0.186624192182696,0.0456995076334556
All,HF meal,Time_(joint),HMDB0004704,"9,10-DiHOME",,,,0.254249983314372,Main,,
All,HF meal,Time_360,HMDB0031002,3-Decenoic acid,-0.230233823473307,0.181892618264115,0.246094616700422,,Main,-0.586743355270973,0.12627570832436
All,HF meal,Time_(joint),HMDB0031002,3-Decenoic acid,,,,0.246094616700422,Main,,
All,HF meal,Time_360,HMDB0001925,Ibuprofen,-0.360656700453282,0.114174277063595,0.0159543692638952,,Main,-0.584438283497927,-0.136875117408636
All,HF meal,Time_(joint),HMDB0001925,Ibuprofen,,,,0.0159543692638952,Main,,
All,HF meal,Time_360,HMDB0001032,Dehydroepiandrosterone sulfate,0.0111068166496118,0.024364363900206,0.662293584356742,,Main,-0.0366473365947921,0.0588609698940156
All,HF meal,Time_(joint),HMDB0001032,Dehydroepiandrosterone sulfate,,,,0.662293584356742,Main,,
All,HF meal,Time_360,HMDB0003236,Solanidine,-0.129804704768317,0.144184886342627,0.383203801448117,,Main,-0.412407081999865,0.152797672463232
All,HF meal,Time_(joint),HMDB0003236,Solanidine,,,,0.383203801448117,Main,,
All,HF meal,Time_360,HMDB0000897,7-Methylguanine,-0.000396857410173368,0.0276931981728717,0.988966190694186,,Main,-0.054675525829002,0.0538818110086552
All,HF meal,Time_(joint),HMDB0000897,7-Methylguanine,,,,0.988966190694186,Main,,
All,HF meal,Time_360,HMDB0000248,Thyroxine,-0.040463600007925,0.0408546183034968,0.354957207007415,,Main,-0.120538651882779,0.0396114518669286
All,HF meal,Time_(joint),HMDB0000248,Thyroxine,,,,0.354957207007415,Main,,
All,HF meal,Time_360,HMDB0000518,Chenodeoxycholic acid,0.688016064655472,0.242485582675626,0.0251399579158788,,Main,0.212744322611245,1.1632878066997
All,HF meal,Time_(joint),HMDB0000518,Chenodeoxycholic acid,,,,0.0251399579158789,Main,,
All,HF meal,Time_360,HMDB0033724,10-Hendecenoic acid,-0.0562906565999519,0.0587007645602103,0.369529593251723,,Main,-0.171344155137964,0.0587628419380604
All,HF meal,Time_(joint),HMDB0033724,10-Hendecenoic acid,,,,0.369529593251723,Main,,
