Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_235,-0.0266533321151825,0.0152250760307871,0.0873133333381332,,,Main,-0.0564944811355252,0.0031878169051602,Warfarin,"0 (-0.1, 0)",0.087,0.087,,HMDB0001935
Time_(joint),,,,1.53898014558678,0.226456978407051,Main,,,Warfarin,"NA (NA, NA)",,,0.226,HMDB0001935
Time_120,1.42695696875228,0.313775589736156,4.55615782381144e-05,,,Main,0.811956812869415,2.04195712463515,CAR 10:2,"1.4 (0.8, 2)",4.6e-05,4.6e-05***,,HMDB0013325
Time_235,1.23823932664918,0.313775589736156,0.00029632358470265,,,Main,0.623239170766317,1.85323948253205,CAR 10:2,"1.2 (0.6, 1.9)",3.0e-04,3.0e-04***,,HMDB0013325
Time_(joint),,,,12.2054161768269,6.62548547299866e-05,Main,,,CAR 10:2,"NA (NA, NA)",,,6.6e-05***,HMDB0013325
Time_120,-1.18541900582036,0.0912654810062697,2.65825266684448e-16,,,Main,-1.36429934859264,-1.00653866304807,CAR 8:0,"-1.2 (-1.4, -1)",2.7e-16,2.7e-16***,,HMDB0000791
Time_235,-0.835347003170854,0.0912654810062697,1.47168334234706e-11,,,Main,-1.01422734594314,-0.656466660398566,CAR 8:0,"-0.8 (-1, -0.7)",1.5e-11,1.5e-11***,,HMDB0000791
Time_(joint),,,,89.0650964143859,7.7976403790559e-16,Main,,,CAR 8:0,"NA (NA, NA)",,,7.8e-16***,HMDB0000791
Time_120,-0.0489953029578033,0.0234810738624714,0.0430346790043445,,,Main,-0.0950182077282472,-0.00297239818735936,CAR 10:3,"0 (-0.1, 0)",0.043,0.043*,,HMDB0240752
Time_235,-0.132608550290813,0.0234810738624714,1.27485106504755e-06,,,Main,-0.178631455061256,-0.0865856455203686,CAR 10:3,"-0.1 (-0.2, -0.1)",1.3e-06,1.3e-06***,,HMDB0240752
Time_(joint),,,,16.3091881014366,5.73420776011173e-06,Main,,,CAR 10:3,"NA (NA, NA)",,,5.7e-06***,HMDB0240752
Time_120,1.27536173038397,0.167096950743971,1.83573591747802e-09,,,Main,0.947851706925784,1.60287175384215,Glycodeoxycholic acid,"1.3 (0.9, 1.6)",1.8e-09,1.8e-09***,,HMDB0000631
Time_235,1.12240103785891,0.167096950743971,3.69581452427e-08,,,Main,0.794891014400728,1.4499110613171,Glycodeoxycholic acid,"1.1 (0.8, 1.4)",3.7e-08,3.7e-08***,,HMDB0000631
Time_(joint),,,,34.7371496403176,1.25188755866711e-09,Main,,,Glycodeoxycholic acid,"NA (NA, NA)",,,1.3e-09***,HMDB0000631
Time_120,-0.890369319761373,0.072304548405192,1.58322402446096e-15,,,Main,-1.03208623463555,-0.748652404887197,CAR 10:1,"-0.9 (-1, -0.7)",1.6e-15,1.6e-15***,,HMDB0013205
Time_235,-0.517579665521969,0.072304548405192,8.63752843950081e-09,,,Main,-0.659296580396145,-0.375862750647792,CAR 10:1,"-0.5 (-0.7, -0.4)",8.6e-09,8.6e-09***,,HMDB0013205
Time_(joint),,,,76.4875260346601,9.96954039438e-15,Main,,,CAR 10:1,"NA (NA, NA)",,,1e-14***,HMDB0013205
Time_120,-0.447805811423906,0.0661345442872064,3.09131454246495e-08,,,Main,-0.577429518226831,-0.318182104620982,CAR 12:3,"-0.4 (-0.6, -0.3)",3.1e-08,3.1e-08***,,HMDB0241271
Time_235,-0.441895985382276,0.0661345442872064,4.15303722761511e-08,,,Main,-0.5715196921852,-0.312272278579351,CAR 12:3,"-0.4 (-0.6, -0.3)",4.2e-08,4.2e-08***,,HMDB0241271
Time_(joint),,,,30.167438568749,7.54636790167969e-09,Main,,,CAR 12:3,"NA (NA, NA)",,,7.5e-09***,HMDB0241271
Time_120,0.0184454373675805,0.0193842728515626,0.346760775624531,,,Main,-0.0195477374214822,0.0564386121566432,SM 18:1;O2/18:1,"0 (0, 0.1)",0.347,0.347,,HMDB0012101
Time_235,-0.00570986858603384,0.0193842728515626,0.769779609811463,,,Main,-0.0437030433750966,0.0322833062030289,SM 18:1;O2/18:1,"0 (0, 0)",0.77,0.77,,HMDB0012101
Time_(joint),,,,0.848361479859939,0.435320245553973,Main,,,SM 18:1;O2/18:1,"NA (NA, NA)",,,0.435,HMDB0012101
Time_120,-0.677272861852028,0.0770670506535547,4.58033785077049e-11,,,Main,-0.828324281132996,-0.526221442571061,Biliverdin,"-0.7 (-0.8, -0.5)",4.6e-11,4.6e-11***,,HMDB0001008
Time_235,-0.631343687644335,0.0770670506535547,3.02187253683173e-10,,,Main,-0.782395106925302,-0.480292268363368,Biliverdin,"-0.6 (-0.8, -0.5)",3.0e-10,3.0e-10***,,HMDB0001008
Time_(joint),,,,48.2323105737167,1.3186204544041e-11,Main,,,Biliverdin,"NA (NA, NA)",,,1.3e-11***,HMDB0001008
Time_120,-1.19646938117785,0.0939611639742038,5.184417376051e-16,,,Main,-1.38063326256729,-1.01230549978841,CAR 11:0,"-1.2 (-1.4, -1)",5.2e-16,5.2e-16***,,HMDB0013321
Time_235,-0.922080889071033,0.0939611639742038,1.96276689770319e-12,,,Main,-1.10624477046047,-0.737917007681594,CAR 11:0,"-0.9 (-1.1, -0.7)",2.0e-12,2.0e-12***,,HMDB0013321
Time_(joint),,,,88.9923809525023,7.90661334759021e-16,Main,,,CAR 11:0,"NA (NA, NA)",,,7.9e-16***,HMDB0013321
Time_120,-1.04165265818183,0.0873030172782071,4.46938321948025e-15,,,Main,-1.21276657204712,-0.870538744316548,CAR 12:2,"-1 (-1.2, -0.9)",4.5e-15,4.5e-15***,,HMDB0241240
Time_235,-0.570146417361626,0.0873030172782071,6.84628158059519e-08,,,Main,-0.741260331226912,-0.39903250349634,CAR 12:2,"-0.6 (-0.7, -0.4)",6.8e-08,6.8e-08***,,HMDB0241240
Time_(joint),,,,71.3926600421257,3.0776433214102e-14,Main,,,CAR 12:2,"NA (NA, NA)",,,3.1e-14***,HMDB0241240
Time_120,0.044877804903661,0.0247759188571977,0.0772425282380647,,,Main,-0.00368299605644647,0.0934386058637685,SM 18:1;O2/20:0,"0 (0, 0.1)",0.077,0.077,,HMDB0012102
Time_235,0.023835958631957,0.0247759188571977,0.341525151936545,,,Main,-0.0247248423281505,0.0723967595920645,SM 18:1;O2/20:0,"0 (0, 0.1)",0.342,0.342,,HMDB0012102
Time_(joint),,,,1.64261005013598,0.205659586061219,Main,,,SM 18:1;O2/20:0,"NA (NA, NA)",,,0.206,HMDB0012102
Time_120,-1.22726377466381,0.0870836704865612,1.61416801712524e-17,,,Main,-1.39794776881747,-1.05657978051015,CAR 12:1,"-1.2 (-1.4, -1.1)",1.6e-17,1.6e-17***,,HMDB0013326
Time_235,-0.848897415069157,0.0870836704865612,2.39001608924537e-12,,,Main,-1.01958140922282,-0.678213420915497,CAR 12:1,"-0.8 (-1, -0.7)",2.4e-12,2.4e-12***,,HMDB0013326
Time_(joint),,,,104.171063259212,5.23627466273123e-17,Main,,,CAR 12:1,"NA (NA, NA)",,,5.2e-17***,HMDB0013326
Time_120,-1.45460457733295,0.129861117501708,3.4109197193975e-14,,,Main,-1.7091323676363,-1.2000767870296,CAR 14:3,"-1.5 (-1.7, -1.2)",3.4e-14,3.4e-14***,,HMDB0241394
Time_235,-0.88738472817689,0.129861117501708,2.51749612198295e-08,,,Main,-1.14191251848024,-0.632856937873542,CAR 14:3,"-0.9 (-1.1, -0.6)",2.5e-08,2.5e-08***,,HMDB0241394
Time_(joint),,,,63.7468716785448,1.88802606408167e-13,Main,,,CAR 14:3,"NA (NA, NA)",,,1.9e-13***,HMDB0241394
Time_120,-1.20416388432026,0.0779559492936833,6.30335944938263e-19,,,Main,-1.35695754493587,-1.05137022370464,CAR 12:0,"-1.2 (-1.4, -1.1)",6.3e-19,6.3e-19***,,HMDB0002250
Time_235,-0.957569510109987,0.0779559492936833,1.71942252891108e-15,,,Main,-1.11036317072561,-0.804775849494367,CAR 12:0,"-1 (-1.1, -0.8)",1.7e-15,1.7e-15***,,HMDB0002250
Time_(joint),,,,133.16366992804,6.59147049013391e-19,Main,,,CAR 12:0,"NA (NA, NA)",,,6.6e-19***,HMDB0002250
Time_120,-0.0554024372040245,0.0207587619916687,0.0107712170599668,,,Main,-0.0960896107076952,-0.0147152637003538,CAR DC18:0,"-0.1 (-0.1, 0)",0.011,0.011*,,HMDB0240777
Time_235,-0.100390236880468,0.0207587619916687,1.8096624334326e-05,,,Main,-0.141077410384138,-0.0597030633767971,CAR DC18:0,"-0.1 (-0.1, -0.1)",1.8e-05,1.8e-05***,,HMDB0240777
Time_(joint),,,,11.7355994668943,8.93673580353534e-05,Main,,,CAR DC18:0,"NA (NA, NA)",,,8.9e-05***,HMDB0240777
Time_120,-0.289051445676345,0.0397362845751048,5.90641530503215e-09,,,Main,-0.366934563443551,-0.21116832790914,CAR 13:0,"-0.3 (-0.4, -0.2)",5.9e-09,5.9e-09***,,HMDB0241308
Time_235,-0.437032362341311,0.0397362845751048,6.07361707889325e-14,,,Main,-0.514915480108516,-0.359149244574105,CAR 13:0,"-0.4 (-0.5, -0.4)",6.1e-14,6.1e-14***,,HMDB0241308
Time_(joint),,,,62.5821351133433,2.52477397211056e-13,Main,,,CAR 13:0,"NA (NA, NA)",,,2.5e-13***,HMDB0241308
Time_120,-0.993136083519364,0.0601519884861059,5.6596862821718e-20,,,Main,-1.11103398095213,-0.875238186086596,CAR 16:3,"-1 (-1.1, -0.9)",5.7e-20,5.7e-20***,,HMDB0241493
Time_235,-0.750879669568303,0.0601519884861059,1.00739706374528e-15,,,Main,-0.868777567001071,-0.632981772135536,CAR 16:3,"-0.8 (-0.9, -0.6)",1.0e-15,1.0e-15***,,HMDB0241493
Time_(joint),,,,148.21368690992,9.32094448358271e-20,Main,,,CAR 16:3,"NA (NA, NA)",,,9.3e-20***,HMDB0241493
Time_120,-0.333025416722825,0.0263349320963426,6.53866666056852e-16,,,Main,-0.384641883631657,-0.281408949813993,CAR 16:0,"-0.3 (-0.4, -0.3)",6.5e-16,6.5e-16***,,HMDB0000222
Time_235,-0.382002263291309,0.0263349320963426,5.87867468683212e-18,,,Main,-0.433618730200141,-0.330385796382478,CAR 16:0,"-0.4 (-0.4, -0.3)",5.9e-18,5.9e-18***,,HMDB0000222
Time_(joint),,,,124.594895681416,2.19046354064416e-18,Main,,,CAR 16:0,"NA (NA, NA)",,,2.2e-18***,HMDB0000222
Time_120,0.0042877516193377,0.0314249701126541,0.892122152247729,,,Main,-0.0573051898014643,0.0658806930401397,PC 30:1,"0 (-0.1, 0.1)",0.892,0.892,,HMDB0007870
Time_235,-0.0343995666886124,0.0314249701126541,0.279904992935818,,,Main,-0.0959925081094145,0.0271933747321896,PC 30:1,"0 (-0.1, 0)",0.28,0.28,,HMDB0007870
Time_(joint),,,,0.910833772186697,0.40998522308898,Main,,,PC 30:1,"NA (NA, NA)",,,0.41,HMDB0007870
Time_120,0.0269576707231505,0.0264832346017552,0.314546586420934,,,Main,-0.0249494690962897,0.0788648105425907,PC 31:1,"0 (0, 0.1)",0.315,0.315,,HMDB0007936
Time_235,-0.0427362874181009,0.0264832346017552,0.114079440173612,,,Main,-0.0946434272375411,0.00917085240133926,PC 31:1,"0 (-0.1, 0)",0.114,0.114,,HMDB0007936
Time_(joint),,,,3.52188888002194,0.0385454275170591,Main,,,PC 31:1,"NA (NA, NA)",,,0.039*,HMDB0007936
Time_120,-0.0475794514395558,0.0226379838899828,0.0416127679301643,,,Main,-0.091949899863922,-0.0032090030151895,PC P-30:0 or PC O-30:1,"0 (-0.1, 0)",0.042,0.042*,,HMDB0011203
Time_235,-0.0555568255459304,0.0226379838899828,0.0183500018352879,,,Main,-0.0999272739702967,-0.0111863771215642,PC P-30:0 or PC O-30:1,"-0.1 (-0.1, 0)",0.018,0.018*,,HMDB0011203
Time_(joint),,,,3.5214521326337,0.0385598471339462,Main,,,PC P-30:0 or PC O-30:1,"NA (NA, NA)",,,0.039*,HMDB0011203
Time_120,-0.485363308317638,0.0467548671751238,3.63084615725727e-13,,,Main,-0.577002847980881,-0.393723768654396,CAR 18:2,"-0.5 (-0.6, -0.4)",3.6e-13,3.6e-13***,,HMDB0006469
Time_235,-0.384555376857865,0.0467548671751238,2.7212479257286e-10,,,Main,-0.476194916521108,-0.292915837194622,CAR 18:2,"-0.4 (-0.5, -0.3)",2.7e-10,2.7e-10***,,HMDB0006469
Time_(joint),,,,60.0212638048324,4.85317453244774e-13,Main,,,CAR 18:2,"NA (NA, NA)",,,4.9e-13***,HMDB0006469
Time_120,-0.0276003958434456,0.0155414502121157,0.0829912875561864,,,Main,-0.0580616382591924,0.00286084657230122,PC 32:2,"0 (-0.1, 0)",0.083,0.083,,HMDB0007874
Time_235,-0.0719739469335181,0.0155414502121157,3.49329563001988e-05,,,Main,-0.102435189349265,-0.0415127045177713,PC 32:2,"-0.1 (-0.1, 0)",3.5e-05,3.5e-05***,,HMDB0007874
Time_(joint),,,,10.9176559270136,0.000152038797385334,Main,,,PC 32:2,"NA (NA, NA)",,,1.5e-04***,HMDB0007874
Time_120,-0.00780405418986802,0.010245098776181,0.450474355970867,,,Main,-0.0278844477911827,0.0122763394114467,PC 33:2,"0 (0, 0)",0.45,0.45,,HMDB0007940
Time_235,-0.0233772156058478,0.010245098776181,0.0276337845222758,,,Main,-0.0434576092071625,-0.00329682200453304,PC 33:2,"0 (0, 0)",0.028,0.028*,,HMDB0007940
Time_(joint),,,,2.69913693061152,0.0789263562747747,Main,,,PC 33:2,"NA (NA, NA)",,,0.079,HMDB0007940
Time_120,-0.0244550526119988,0.00788712989236662,0.0034430764931358,,,Main,-0.0399138272010374,-0.0089962780229602,PC P-34:1 or PC O-34:2,"0 (0, 0)",3.4e-03,3.4e-03**,,HMDB0011210
Time_235,-0.0498037876291779,0.00788712989236663,1.40060772006979e-07,,,Main,-0.0652625622182165,-0.0343450130401393,PC P-34:1 or PC O-34:2,"0 (-0.1, 0)",1.4e-07,1.4e-07***,,HMDB0011210
Time_(joint),,,,19.9389999934525,8.16096223028035e-07,Main,,,PC P-34:1 or PC O-34:2,"NA (NA, NA)",,,8.2e-07***,HMDB0011210
Time_120,0.0554333334417963,0.0783272452137639,0.483031511614171,,,Main,-0.0980880671771809,0.208954734060774,PC P-36:0 or PC O-36:1,"0.1 (-0.1, 0.2)",0.483,0.483,,HMDB0008061
Time_235,-0.0134131221346391,0.0783272452137639,0.864853777555963,,,Main,-0.166934522753616,0.140108278484338,PC P-36:0 or PC O-36:1,"0 (-0.2, 0.1)",0.865,0.865,,HMDB0008061
Time_(joint),,,,0.434251332158355,0.650624621288721,Main,,,PC P-36:0 or PC O-36:1,"NA (NA, NA)",,,0.651,HMDB0008061
Time_120,-0.0388064808558173,0.0124246630230779,0.0032349201814028,,,Main,-0.06315882038105,-0.0144541413305846,PC P-36:1 or PC O-36:2,"0 (-0.1, 0)",3.2e-03,3.2e-03**,,HMDB0011243
Time_235,-0.0500317048864989,0.0124246630230779,0.000231774406405277,,,Main,-0.0743840444117316,-0.0256793653612662,PC P-36:1 or PC O-36:2,"-0.1 (-0.1, 0)",2.3e-04,2.3e-04***,,HMDB0011243
Time_(joint),,,,8.92889335500268,0.000587085496310704,Main,,,PC P-36:1 or PC O-36:2,"NA (NA, NA)",,,5.9e-04***,HMDB0011243
Time_120,-0.0397167959401838,0.0169845583144006,0.0242013567434605,,,Main,-0.073006530236409,-0.00642706164395851,PC 34:4,"0 (-0.1, 0)",0.024,0.024*,,HMDB0007883
Time_235,-0.0737970907332123,0.0169845583144006,8.64305123826913e-05,,,Main,-0.107086825029438,-0.0405073564369871,PC 34:4,"-0.1 (-0.1, 0)",8.6e-05,8.6e-05***,,HMDB0007883
Time_(joint),,,,9.45765918404677,0.000406422935047733,Main,,,PC 34:4,"NA (NA, NA)",,,4.1e-04***,HMDB0007883
Time_120,-0.074387242692926,0.0348517939753803,0.0386920938934602,,,Main,-0.142696758884671,-0.00607772650118064,PC P-34:3 or PC O-34:4,"-0.1 (-0.1, 0)",0.039,0.039*,,HMDB0011212
Time_235,-0.155830443543814,0.0348517939753803,5.80615999991241e-05,,,Main,-0.22413995973556,-0.087520927352069,PC P-34:3 or PC O-34:4,"-0.2 (-0.2, -0.1)",5.8e-05,5.8e-05***,,HMDB0011212
Time_(joint),,,,10.0027875510998,0.000280020320147791,Main,,,PC P-34:3 or PC O-34:4,"NA (NA, NA)",,,2.8e-04***,HMDB0011212
Time_120,-0.0355252592402747,0.0105802613351753,0.00167907530737268,,,Main,-0.0562625714572182,-0.0147879470233312,PC P-36:3 or PC O-36:4,"0 (-0.1, 0)",1.7e-03,1.7e-03**,,HMDB0011310
Time_235,-0.0435199604101034,0.0105802613351753,0.000177678356445979,,,Main,-0.0642572726270469,-0.0227826481931599,PC P-36:3 or PC O-36:4,"0 (-0.1, 0)",1.8e-04,1.8e-04***,,HMDB0011310
Time_(joint),,,,9.58814463673059,0.000371526080224594,Main,,,PC P-36:3 or PC O-36:4,"NA (NA, NA)",,,3.7e-04***,HMDB0011310
Time_120,-0.0492189464839357,0.0112115905843528,7.50217720711661e-05,,,Main,-0.0711936640292672,-0.0272442289386042,Creatinine,"0 (-0.1, 0)",7.5e-05,7.5e-05***,,HMDB0000562
Time_235,-0.0601122560545381,0.0112115905843528,3.26765479505386e-06,,,Main,-0.0820869735998696,-0.0381375385092066,Creatinine,"-0.1 (-0.1, 0)",3.3e-06,3.3e-06***,,HMDB0000562
Time_(joint),,,,16.321038975084,5.69609144438104e-06,Main,,,Creatinine,"NA (NA, NA)",,,5.7e-06***,HMDB0000562
Time_120,-0.122720709547028,0.0620934230736234,0.0547023934398881,,,Main,-0.24442381877133,-0.00101760032272635,CAR 20:0,"-0.1 (-0.2, 0)",0.055,0.055,,HMDB0006460
Time_235,-0.187581480385347,0.0620934230736234,0.00427719868050156,,,Main,-0.309284589609649,-0.0658783711610449,CAR 20:0,"-0.2 (-0.3, -0.1)",4.3e-03,4.3e-03**,,HMDB0006460
Time_(joint),,,,4.70780164985445,0.0142968855385744,Main,,,CAR 20:0,"NA (NA, NA)",,,0.014*,HMDB0006460
Time_120,-0.13578603862034,0.0449088388377036,0.0042467866704107,,,Main,-0.223807362742239,-0.0477647144984407,Sphingosine 1-phosphate,"-0.1 (-0.2, 0)",4.2e-03,4.2e-03**,,HMDB0000277
Time_235,-0.127068404410809,0.0449088388377036,0.00712027126204133,,,Main,-0.215089728532708,-0.0390470802889101,Sphingosine 1-phosphate,"-0.1 (-0.2, 0)",7.1e-03,7.1e-03**,,HMDB0000277
Time_(joint),,,,5.72857322249067,0.00631122811547585,Main,,,Sphingosine 1-phosphate,"NA (NA, NA)",,,6.3e-03**,HMDB0000277
Time_120,-0.0639973477975814,0.0245488830743757,0.0125916240779019,,,Main,-0.112113158623358,-0.0158815369718051,2-Aminooctanoic acid,"-0.1 (-0.1, 0)",0.013,0.013*,,HMDB0000991
Time_235,-0.129467571287239,0.0245488830743757,4.35720245386664e-06,,,Main,-0.177583382113015,-0.0813517604614624,2-Aminooctanoic acid,"-0.1 (-0.2, -0.1)",4.4e-06,4.4e-06***,,HMDB0000991
Time_(joint),,,,13.9074423108235,2.31913787416257e-05,Main,,,2-Aminooctanoic acid,"NA (NA, NA)",,,2.3e-05***,HMDB0000991
Time_120,0.188450365287344,0.0398138450949344,2.51865357107303e-05,,,Main,0.110415228901272,0.266485501673415,"12,13-DiHOME","0.2 (0.1, 0.3)",2.5e-05,2.5e-05***,,HMDB0004705
Time_235,0.183928414681475,0.0398138450949344,3.62257296159597e-05,,,Main,0.105893278295404,0.261963551067547,"12,13-DiHOME","0.2 (0.1, 0.3)",3.6e-05,3.6e-05***,,HMDB0004705
Time_(joint),,,,14.5862092081345,1.54770753882354e-05,Main,,,"12,13-DiHOME","NA (NA, NA)",,,1.5e-05***,HMDB0004705
Time_120,0.00762506862867542,0.0179630943159739,0.673378568989304,,,Main,-0.0275825962306335,0.0428327334879843,CAR 24:0,"0 (0, 0)",0.673,0.673,,HMDB0240665
Time_235,-0.0135912743452318,0.0179630943159739,0.453499816739295,,,Main,-0.0487989392045407,0.0216163905140771,CAR 24:0,"0 (0, 0)",0.453,0.453,,HMDB0240665
Time_(joint),,,,0.71589311792745,0.4946221770579,Main,,,CAR 24:0,"NA (NA, NA)",,,0.495,HMDB0240665
Time_120,-0.00587737688161614,0.038208571802628,0.878485637601271,,,Main,-0.0807661776147671,0.0690114238515348,LPE 16:1,"0 (-0.1, 0.1)",0.878,0.878,,HMDB0011504
Time_235,-0.0402836016200284,0.038208571802628,0.297769519405932,,,Main,-0.115172402353179,0.0346051991131225,LPE 16:1,"0 (-0.1, 0)",0.298,0.298,,HMDB0011504
Time_(joint),,,,0.648699734946085,0.527882221007218,Main,,,LPE 16:1,"NA (NA, NA)",,,0.528,HMDB0011504
Time_120,0.00253964165612052,0.0233642121022048,0.913959738287937,,,Main,-0.0432542140642009,0.0483334973764419,FAPy-adenine,"0 (0, 0)",0.914,0.914,,HMDB0004816
Time_235,0.017764512128453,0.0233642121022048,0.451304700873848,,,Main,-0.0280293435918684,0.0635583678487744,FAPy-adenine,"0 (0, 0.1)",0.451,0.451,,HMDB0004816
Time_(joint),,,,0.338180461809073,0.71499026877368,Main,,,FAPy-adenine,"NA (NA, NA)",,,0.715,HMDB0004816
Time_120,0.11999380944,0.0281226733047505,0.000110372553549468,,,Main,0.0648733697626893,0.175114249117311,LPE 16:0,"0.1 (0.1, 0.2)",1.1e-04,1.1e-04***,,HMDB0011503
Time_235,0.109543468065141,0.0281226733047505,0.000345935753733249,,,Main,0.0544230283878301,0.164663907742452,LPE 16:0,"0.1 (0.1, 0.2)",3.5e-04,3.5e-04***,,HMDB0011503
Time_(joint),,,,11.1720851055138,0.000128689109693353,Main,,,LPE 16:0,"NA (NA, NA)",,,1.3e-04***,HMDB0011503
Time_120,0.00136206663631473,0.0379663406890971,0.971551493968216,,,Main,-0.0730519611143155,0.075776094386945,LPE 20:3,"0 (-0.1, 0.1)",0.972,0.972,,HMDB0011484
Time_235,0.0372817121532713,0.0379663406890971,0.331738874494832,,,Main,-0.037132315597359,0.111695739903901,LPE 20:3,"0 (0, 0.1)",0.332,0.332,,HMDB0011484
Time_(joint),,,,0.620212332029439,0.542682900724079,Main,,,LPE 20:3,"NA (NA, NA)",,,0.543,HMDB0011484
Time_120,0.349303113797665,0.0422934364168623,2.44050413181505e-10,,,Main,0.266407978420615,0.432198249174715,"9,10-DiHOME","0.3 (0.3, 0.4)",2.4e-10,2.4e-10***,,HMDB0004704
Time_235,0.372122214452097,0.0422934364168623,4.43238736429313e-11,,,Main,0.289227079075047,0.455017349829147,"9,10-DiHOME","0.4 (0.3, 0.5)",4.4e-11,4.4e-11***,,HMDB0004704
Time_(joint),,,,48.6392811300487,1.16591075407897e-11,Main,,,"9,10-DiHOME","NA (NA, NA)",,,1.2e-11***,HMDB0004704
Time_120,-1.91366838957724,0.178488587408672,1.3458979752795e-13,,,Main,-2.26350602089824,-1.56383075825624,3-Decenoic acid,"-1.9 (-2.3, -1.6)",1.3e-13,1.3e-13***,,HMDB0031002
Time_235,-1.06051970982375,0.178488587408672,4.8185579955527e-07,,,Main,-1.41035734114474,-0.710682078502749,3-Decenoic acid,"-1.1 (-1.4, -0.7)",4.8e-07,4.8e-07***,,HMDB0031002
Time_(joint),,,,57.7004310028488,8.9348211260641e-13,Main,,,3-Decenoic acid,"NA (NA, NA)",,,8.9e-13***,HMDB0031002
Time_120,-0.605552099745781,0.120693038633533,1.006428778957e-05,,,Main,-0.842110455467506,-0.368993744024056,Ibuprofen,"-0.6 (-0.8, -0.4)",1.0e-05,1.0e-05***,,HMDB0001925
Time_235,-0.680137027171115,0.120693038633533,1.32724844235458e-06,,,Main,-0.91669538289284,-0.443578671449391,Ibuprofen,"-0.7 (-0.9, -0.4)",1.3e-06,1.3e-06***,,HMDB0001925
Time_(joint),,,,19.1037629839159,1.25810695989074e-06,Main,,,Ibuprofen,"NA (NA, NA)",,,1.3e-06***,HMDB0001925
Time_120,-0.0268942553082805,0.0157595266539761,0.0952925013293593,,,Main,-0.0577829275500736,0.00399441693351264,Dehydroepiandrosterone sulfate,"0 (-0.1, 0)",0.095,0.095,,HMDB0001032
Time_235,-0.0212883703940474,0.0157595266539761,0.183984441646652,,,Main,-0.0521770426358405,0.00960030184774569,Dehydroepiandrosterone sulfate,"0 (-0.1, 0)",0.184,0.184,,HMDB0001032
Time_(joint),,,,1.62117972871315,0.209790072438914,Main,,,Dehydroepiandrosterone sulfate,"NA (NA, NA)",,,0.21,HMDB0001032
Time_120,-0.0339524121382492,0.19108954162802,0.85983001950453,,,Main,-0.408487913729169,0.34058308945267,Solanidine,"0 (-0.4, 0.3)",0.86,0.86,,HMDB0003236
Time_235,0.106446099918606,0.19108954162802,0.580451044857628,,,Main,-0.268089401672313,0.480981601509526,Solanidine,"0.1 (-0.3, 0.5)",0.58,0.58,,HMDB0003236
Time_(joint),,,,0.293898333429309,0.746872534151249,Main,,,Solanidine,"NA (NA, NA)",,,0.747,HMDB0003236
Time_120,-0.0198404727951904,0.042219581691389,0.640832201438171,,,Main,-0.102590852910313,0.062909907319932,Sphinganine,"0 (-0.1, 0.1)",0.641,0.641,,HMDB0000269
Time_235,-0.000769287431259414,0.042219581691389,0.985548752897989,,,Main,-0.0835196675463818,0.081981092683863,Sphinganine,"0 (-0.1, 0.1)",0.986,0.986,,HMDB0000269
Time_(joint),,,,0.141738984262265,0.868261108029059,Main,,,Sphinganine,"NA (NA, NA)",,,0.868,HMDB0000269
Time_120,-0.0495937841208593,0.0313649093215599,0.12133778178528,,,Main,-0.111069006391117,0.0118814381493981,7-Methylguanine,"0 (-0.1, 0)",0.121,0.121,,HMDB0000897
Time_235,-0.079528711612571,0.0313649093215599,0.0150355882806333,,,Main,-0.141003933882828,-0.0180534893423136,7-Methylguanine,"-0.1 (-0.1, 0)",0.015,0.015*,,HMDB0000897
Time_(joint),,,,3.28009660798468,0.0474620585218093,Main,,,7-Methylguanine,"NA (NA, NA)",,,0.047*,HMDB0000897
Time_120,-0.100326463807238,0.0184063023097039,2.43867164004463e-06,,,Main,-0.136402816334258,-0.0642501112802185,Acisoga,"-0.1 (-0.1, -0.1)",2.4e-06,2.4e-06***,,HMDB0061384
Time_235,-0.185958723549103,0.0184063023097039,8.25572471477595e-13,,,Main,-0.222035076076123,-0.149882371022083,Acisoga,"-0.2 (-0.2, -0.1)",8.3e-13,8.3e-13***,,HMDB0061384
Time_(joint),,,,51.1414432512833,5.55550868142606e-12,Main,,,Acisoga,"NA (NA, NA)",,,5.6e-12***,HMDB0061384
Time_120,-0.0522185592216951,0.0594878766890025,0.385045302216981,,,Main,-0.16881479753214,0.0643776790887498,Thyroxine,"-0.1 (-0.2, 0.1)",0.385,0.385,,HMDB0000248
Time_235,-0.107166069487686,0.0594878766890025,0.0788094246059587,,,Main,-0.223762307798131,0.00943016882275868,Thyroxine,"-0.1 (-0.2, 0)",0.079,0.079,,HMDB0000248
Time_(joint),,,,1.62301127264764,0.209433685879199,Main,,,Thyroxine,"NA (NA, NA)",,,0.209,HMDB0000248
Time_120,0.529776934269984,0.207050712185499,0.0142009415033738,,,Main,0.123957538386405,0.935596330153562,Chenodeoxycholic acid,"0.5 (0.1, 0.9)",0.014,0.014*,,HMDB0000518
Time_235,0.729063372191609,0.207050712185499,0.00104934130040831,,,Main,0.32324397630803,1.13488276807519,Chenodeoxycholic acid,"0.7 (0.3, 1.1)",1.0e-03,1.0e-03**,,HMDB0000518
Time_(joint),,,,6.62399608455196,0.00315928355735566,Main,,,Chenodeoxycholic acid,"NA (NA, NA)",,,3.2e-03**,HMDB0000518
