genotype,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HF genotype,Time_235,HMDB0031002,3-Decenoic acid,-0.87537236061279,0.20340448684982,0.000728447187159812,,Main,-1.27404515483844,-0.476699566387143
HF genotype,Time_(joint),HMDB0031002,3-Decenoic acid,,,,1.51919559238382e-07,Main,,
HF genotype,Time_120,HMDB0001925,Ibuprofen,-0.625420975440895,0.143031096908588,0.000637561056710729,,Main,-0.905761925381728,-0.345080025500062
HF genotype,Time_235,HMDB0001925,Ibuprofen,-0.749390815230655,0.143031096908588,0.000125253536304257,,Main,-1.02973176517149,-0.469049865289822
HF genotype,Time_(joint),HMDB0001925,Ibuprofen,,,,0.00025918828793246,Main,,
HF genotype,Time_120,HMDB0001032,Dehydroepiandrosterone sulfate,-0.0291165080684588,0.0269699657483889,0.298573409595146,,Main,-0.081977640935301,0.0237446247983835
HF genotype,Time_235,HMDB0001032,Dehydroepiandrosterone sulfate,-0.0191016054986195,0.0269699657483889,0.490412139086988,,Main,-0.0719627383654618,0.0337595273682228
HF genotype,Time_(joint),HMDB0001032,Dehydroepiandrosterone sulfate,,,,0.561462292090791,Main,,
HF genotype,Time_120,HMDB0003236,Solanidine,-0.120371711244591,0.152118248976164,0.441967521686069,,Main,-0.418523479237873,0.17778005674869
HF genotype,Time_235,HMDB0003236,Solanidine,-0.378624131181784,0.152118248976164,0.0260128125343624,,Main,-0.676775899175065,-0.0804723631885019
HF genotype,Time_(joint),HMDB0003236,Solanidine,,,,0.0700187588442085,Main,,
HF genotype,Time_120,HMDB0000897,7-Methylguanine,-0.00654035079272619,0.0372709774282994,0.863214423278945,,Main,-0.0795914665521929,0.0665107649667406
HF genotype,Time_235,HMDB0000897,7-Methylguanine,-0.0063164647507663,0.0372709774282994,0.86784817800187,,Main,-0.0793675805102331,0.0667346510087005
HF genotype,Time_(joint),HMDB0000897,7-Methylguanine,,,,0.980372878094627,Main,,
HF genotype,Time_120,HMDB0000248,Thyroxine,0.0318210797698866,0.0659129176320621,0.63671760332095,,Main,-0.0973682387889552,0.161010398328728
HF genotype,Time_235,HMDB0000248,Thyroxine,0.00751275848188904,0.0659129176320621,0.910872044908281,,Main,-0.121676560076953,0.136702077040731
HF genotype,Time_(joint),HMDB0000248,Thyroxine,,,,0.881427374107008,Main,,
HF genotype,Time_120,HMDB0000518,Chenodeoxycholic acid,0.872398453302044,0.343123084586082,0.0234549425652217,,Main,0.199877207513322,1.54491969909077
HF genotype,Time_235,HMDB0000518,Chenodeoxycholic acid,1.0388482694145,0.343123084586082,0.00904239927153128,,Main,0.366327023625776,1.71136951520322
HF genotype,Time_(joint),HMDB0000518,Chenodeoxycholic acid,,,,0.0194594669365634,Main,,
HF genotype,Time_120,HMDB0033724,10-Hendecenoic acid,-0.946319649970228,0.0876277207377817,3.5747314835138e-08,,Main,-1.11806998261628,-0.774569317324176
HF genotype,Time_235,HMDB0033724,10-Hendecenoic acid,-0.835414045701669,0.0876277207377817,1.68217096061657e-07,,Main,-1.00716437834772,-0.663663713055616
HF genotype,Time_(joint),HMDB0033724,10-Hendecenoic acid,,,,5.2708439864286e-08,Main,,
HF genotype,Time_120,HMDB0000672,Hexadecanedioic acid,-0.227952301627121,0.0485638003354442,0.000345167739592604,,Main,-0.323137350284592,-0.13276725296965
HF genotype,Time_235,HMDB0000672,Hexadecanedioic acid,-0.211464174958747,0.0485638003354442,0.000660415705728514,,Main,-0.306649223616217,-0.116279126301276
HF genotype,Time_(joint),HMDB0000672,Hexadecanedioic acid,,,,0.000505236939787617,Main,,
HF genotype,Time_120,HMDB0008952,PE P-34:1,-0.319584679644012,0.102222023997326,0.00743250729605529,,Main,-0.519939846678772,-0.119229512609253
HF genotype,Time_235,HMDB0008952,PE P-34:1,-0.284569993078525,0.102222023997326,0.0146383564488655,,Main,-0.484925160113284,-0.0842148260437654
HF genotype,Time_(joint),HMDB0008952,PE P-34:1,,,,0.0140013277552161,Main,,
HF genotype,Time_120,HMDB0011439,PE P-36:1 or PE O-36:2,0.0630549719416854,0.0199692996685928,0.00698536959739162,,Main,0.0239151445912434,0.102194799292127
HF genotype,Time_235,HMDB0011439,PE P-36:1 or PE O-36:2,0.0819219479989001,0.0199692996685928,0.0010770839426648,,Main,0.0427821206484581,0.121061775349342
HF genotype,Time_(joint),HMDB0011439,PE P-36:1 or PE O-36:2,,,,0.00277516150544371,Main,,
HF genotype,Time_120,HMDB0009102,PE 38:6,-0.0507125081916467,0.0191567919382921,0.0191321707059015,,Main,-0.0882598203906992,-0.0131651959925942
HF genotype,Time_235,HMDB0009102,PE 38:6,-0.142873043612146,0.0191567919382921,3.06823093653763e-06,,Main,-0.180420355811198,-0.105325731413093
HF genotype,Time_(joint),HMDB0009102,PE 38:6,,,,1.13825873275554e-05,Main,,
HF genotype,Time_120,HMDB0005779,PE P-38:4 or PE O-38:5,0.0106266523806289,0.0118018303624243,0.383122398855418,,Main,-0.0125049351297228,0.0337582398909805
HF genotype,Time_235,HMDB0005779,PE P-38:4 or PE O-38:5,0.00972480708892842,0.0118018303624243,0.423751091667137,,Main,-0.0134067804214232,0.0328563945992801
HF genotype,Time_(joint),HMDB0005779,PE P-38:4 or PE O-38:5,,,,0.617807221303626,Main,,
HF genotype,Time_120,HMDB0000626,Deoxycholic acid,0.330566651277784,0.116966901366401,0.0134683978570805,,Main,0.101311524599637,0.559821777955931
HF genotype,Time_235,HMDB0000626,Deoxycholic acid,0.374347907035445,0.116966901366401,0.0064146681411482,,Main,0.145092780357298,0.603603033713592
HF genotype,Time_(joint),HMDB0000626,Deoxycholic acid,,,,0.0122846108122211,Main,,
HF genotype,Time_120,HMDB0000511,Capric acid,-0.310597495304526,0.0776363631538383,0.00131432038835094,,Main,-0.462764767086049,-0.158430223523003
HF genotype,Time_235,HMDB0000511,Capric acid,0.0213725488599704,0.0776363631538383,0.787114397701241,,Main,-0.130794722921553,0.173539820641493
HF genotype,Time_(joint),HMDB0000511,Capric acid,,,,0.00112950604140878,Main,,
HF genotype,Time_120,HMDB0005862,2-Methylguanosine,-0.00075815974887817,0.034359925268354,0.982707327590992,,Main,-0.068103613274852,0.0665872937770956
HF genotype,Time_235,HMDB0005862,2-Methylguanosine,-0.019771547973036,0.034359925268354,0.574137054980469,,Main,-0.0871170014990099,0.0475739055529378
HF genotype,Time_(joint),HMDB0005862,2-Methylguanosine,,,,0.811040155670526,Main,,
HF genotype,Time_120,HMDB0003178,Heme,-0.407986374017281,0.101933250185465,0.00130965025010883,,Main,-0.607775544380792,-0.208197203653769
HF genotype,Time_235,HMDB0003178,Heme,-0.398514965102622,0.101933250185465,0.00157187810574571,,Main,-0.598304135466134,-0.198725794739111
HF genotype,Time_(joint),HMDB0003178,Heme,,,,0.0016797836293074,Main,,
HF genotype,Time_120,HMDB0000698,Glycolithocholic acid,2.54272375030494,0.556783208689938,0.000439379410481272,,Main,1.45142866127267,3.63401883933722
HF genotype,Time_235,HMDB0000698,Glycolithocholic acid,1.62991080270294,0.556783208689938,0.0110288156775505,,Main,0.538615713670663,2.72120589173522
HF genotype,Time_(joint),HMDB0000698,Glycolithocholic acid,,,,0.00151052405639216,Main,,
HF genotype,Time_120,HMDB0000802,Pterin,-0.154053628042324,0.115357458564936,0.203037911721062,,Main,-0.380154246829599,0.0720469907449516
HF genotype,Time_235,HMDB0000802,Pterin,-0.164724514772299,0.115357458564936,0.175233177261894,,Main,-0.390825133559575,0.0613761040149758
HF genotype,Time_(joint),HMDB0000802,Pterin,,,,0.309438584916836,Main,,
HF genotype,Time_120,HMDB0006294,Juniperic acid,-0.345004196980451,0.0307692261122374,2.22377688454904e-08,,Main,-0.405311880160436,-0.284696513800466
HF genotype,Time_235,HMDB0006294,Juniperic acid,-0.162969190315277,0.0307692261122374,0.000112884626951982,,Main,-0.223276873495262,-0.102661507135292
HF genotype,Time_(joint),HMDB0006294,Juniperic acid,,,,1.00747001622847e-07,Main,,
HF genotype,Time_120,HMDB0000529,5-Dodecenoic acid,-1.99168480951769,0.144314155435028,1.5242751717446e-09,,Main,-2.27454055417035,-1.70882906486504
HF genotype,Time_235,HMDB0000529,5-Dodecenoic acid,-0.973399237309591,0.144314155435028,9.39480928633425e-06,,Main,-1.25625498196225,-0.690543492656937
HF genotype,Time_(joint),HMDB0000529,5-Dodecenoic acid,,,,7.04742740393064e-09,Main,,
HF genotype,Time_120,HMDB0004667,13-HODE,0.545671087902695,0.133860503790647,0.00113316504961995,,Main,0.283304500473028,0.808037675332362
HF genotype,Time_235,HMDB0004667,13-HODE,0.875750441185904,0.133860503790647,1.30755282626865e-05,,Main,0.613383853756237,1.13811702861557
HF genotype,Time_(joint),HMDB0004667,13-HODE,,,,4.97125743494616e-05,Main,,
HF genotype,Time_120,HMDB0000017,4-Pyridoxic acid,0.0109938275505746,0.0376502634464184,0.774569919338038,,Main,-0.0628006888044054,0.0847883439055546
HF genotype,Time_235,HMDB0000017,4-Pyridoxic acid,-0.00186608423601711,0.0376502634464184,0.961170292975254,,Main,-0.0756606005909971,0.0719284321189629
HF genotype,Time_(joint),HMDB0000017,4-Pyridoxic acid,,,,0.934448457827784,Main,,
HF genotype,Time_120,HMDB0005923,N4-Acetylcytidine,-0.0551911332373117,0.0141123387908512,0.00156794143127928,,Main,-0.08285131726738,-0.0275309492072434
HF genotype,Time_235,HMDB0005923,N4-Acetylcytidine,-0.0579358281928145,0.0141123387908512,0.00107092522569894,,Main,-0.0855960122228828,-0.0302756441627461
HF genotype,Time_(joint),HMDB0005923,N4-Acetylcytidine,,,,0.00149602501707125,Main,,
HF genotype,Time_120,HMDB0000896,Taurodeoxycholic acid,0.963959288282181,0.31930041539616,0.00919890952343851,,Main,0.338130474105708,1.58978810245865
HF genotype,Time_235,HMDB0000896,Taurodeoxycholic acid,0.73641263848617,0.31930041539616,0.036904396700965,,Main,0.110583824309696,1.36224145266264
HF genotype,Time_(joint),HMDB0000896,Taurodeoxycholic acid,,,,0.0232479865814425,Main,,
HF genotype,Time_120,HMDB0000717,Isolithocholic acid,-0.283409912241376,0.189097988593372,0.156146920393416,,Main,-0.654041969884385,0.0872221454016336
HF genotype,Time_235,HMDB0000717,Isolithocholic acid,-0.258771126650017,0.189097988593372,0.192731874655709,,Main,-0.629403184293027,0.111860930992992
HF genotype,Time_(joint),HMDB0000717,Isolithocholic acid,,,,0.28410394949506,Main,,
HF genotype,Time_120,HMDB0002392,Maslinic acid,-0.108126940632803,0.0960045035959025,0.27898769032528,,Main,-0.296295767680772,0.0800418864151656
HF genotype,Time_235,HMDB0002392,Maslinic acid,-0.0651856905912853,0.0960045035959025,0.508216986801622,,Main,-0.253354517639254,0.122983136456684
HF genotype,Time_(joint),HMDB0002392,Maslinic acid,,,,0.540460615243674,Main,,
HF genotype,Time_120,HMDB0001406,Niacinamide,0.0655447054762409,0.0360929849181919,0.090842021764131,,Main,-0.00519754496341525,0.136286955915897
HF genotype,Time_235,HMDB0001406,Niacinamide,0.0452154692281138,0.0360929849181919,0.230818541190811,,Main,-0.0255267812115424,0.11595771966777
HF genotype,Time_(joint),HMDB0001406,Niacinamide,,,,0.213416883688508,Main,,
HF genotype,Time_120,HMDB0002261,2-Hydroxymyristic acid,-0.257001942882557,0.0508855571530889,0.000177126337318871,,Main,-0.356737634902612,-0.157266250862503
HF genotype,Time_235,HMDB0002261,2-Hydroxymyristic acid,-0.269169253385072,0.0508855571530889,0.000114287592362566,,Main,-0.368904945405126,-0.169433561365018
HF genotype,Time_(joint),HMDB0002261,2-Hydroxymyristic acid,,,,0.000140780869715965,Main,,
HF genotype,Time_120,HMDB0000638,Lauric acid,-0.88201986685499,0.113355446150081,1.88890651990753e-06,,Main,-1.10419654130915,-0.659843192400831
HF genotype,Time_235,HMDB0000638,Lauric acid,-0.0631745692828282,0.113355446150081,0.586113688265676,,Main,-0.285351243736988,0.159002105171331
HF genotype,Time_(joint),HMDB0000638,Lauric acid,,,,2.31725302798012e-06,Main,,
HF genotype,Time_120,HMDB0003681,4-Acetamidobutanoic acid,-0.0257277182000541,0.0719035513676254,0.725823540178934,,Main,-0.1666586788806,0.115203242480492
HF genotype,Time_235,HMDB0003681,4-Acetamidobutanoic acid,0.0898841441040988,0.0719035513676254,0.23176857189313,,Main,-0.0510468165764471,0.230815104784645
HF genotype,Time_(joint),HMDB0003681,4-Acetamidobutanoic acid,,,,0.273264554872987,Main,,
HF genotype,Time_120,HMDB0000761,Lithocholic acid,0.0895194773234331,0.161823212015883,0.588856708528865,,Main,-0.227654018227698,0.406692972874564
HF genotype,Time_235,HMDB0000761,Lithocholic acid,0.272082743819973,0.161823212015883,0.114856452610348,,Main,-0.0450907517311586,0.589256239371104
HF genotype,Time_(joint),HMDB0000761,Lithocholic acid,,,,0.263640267359066,Main,,
HF genotype,Time_120,HMDB0001886,3-Methylxanthine,-0.0689257684310496,0.0464942081715812,0.160375925781032,,Main,-0.160054416447349,0.0222028795852495
HF genotype,Time_235,HMDB0001886,3-Methylxanthine,-0.0956038226796716,0.0464942081715812,0.0588987527777422,,Main,-0.186732470695971,-0.00447517466337252
HF genotype,Time_(joint),HMDB0001886,3-Methylxanthine,,,,0.141950122185972,Main,,
HF genotype,Time_120,HMDB0002000,Myristoleic acid,-2.37177797234335,0.195992901737937,8.39556919211326e-09,,Main,-2.75592405974971,-1.98763188493699
HF genotype,Time_235,HMDB0002000,Myristoleic acid,-0.805042940957867,0.195992901737937,0.0010663784212207,,Main,-1.18918902836422,-0.420896853551509
HF genotype,Time_(joint),HMDB0002000,Myristoleic acid,,,,3.10263826638235e-08,Main,,
HF genotype,Time_120,HMDB0000210,Pantothenic acid,0.0806864628731088,0.181778227938476,0.661674294289639,,Main,-0.275598863886305,0.436971789632522
HF genotype,Time_235,HMDB0000210,Pantothenic acid,0.105830406760316,0.181778227938476,0.566633931274683,,Main,-0.250454919999097,0.46211573351973
HF genotype,Time_(joint),HMDB0000210,Pantothenic acid,,,,0.832414840527816,Main,,
HF genotype,Time_120,HMDB0002369,9-cis-Retinoic acid,0.0294324950934191,0.0482977300462594,0.552023411463327,,Main,-0.0652310557972494,0.124096045984087
HF genotype,Time_235,HMDB0002369,9-cis-Retinoic acid,-0.0138551476352737,0.0482977300462594,0.77841410161143,,Main,-0.108518698525942,0.0808084032553947
HF genotype,Time_(joint),HMDB0002369,9-cis-Retinoic acid,,,,0.66569475589787,Main,,
HF genotype,Time_120,HMDB0304761,11-Methyllauric acid,-0.463277845796381,0.0573910293442167,1.23308636501811e-06,,Main,-0.575764263311045,-0.350791428281716
HF genotype,Time_235,HMDB0304761,11-Methyllauric acid,-0.300983071323032,0.0573910293442167,0.000124100927123823,,Main,-0.413469488837697,-0.188496653808367
HF genotype,Time_(joint),HMDB0304761,11-Methyllauric acid,,,,4.56483863665665e-06,Main,,
HF genotype,Time_120,HMDB0001847,Caffeine,-0.0451034550411443,0.0545334286384307,0.422066097152823,,Main,-0.151988975172468,0.0617820650901798
HF genotype,Time_235,HMDB0001847,Caffeine,0.00441629322171011,0.0545334286384307,0.936601621159222,,Main,-0.102469226909614,0.111301813353034
HF genotype,Time_(joint),HMDB0001847,Caffeine,,,,0.614051881399409,Main,,
HF genotype,Time_120,HMDB0013713,N-Acetyl-D-tryptophan,0.124449828598764,0.0641653213572639,0.0728593469767601,,Main,-0.0013142012614738,0.250213858459001
HF genotype,Time_235,HMDB0013713,N-Acetyl-D-tryptophan,0.211538943739502,0.0641653213572639,0.0052961092100122,,Main,0.0857749138792647,0.337302973599739
HF genotype,Time_(joint),HMDB0013713,N-Acetyl-D-tryptophan,,,,0.0173593849068397,Main,,
HF genotype,Time_120,HMDB0000884,Ribothymidine,-0.0020914590361607,0.0400898185524528,0.959130849269184,,Main,-0.0806675033989681,0.0764845853266467
HF genotype,Time_235,HMDB0000884,Ribothymidine,-0.00909097124758551,0.0400898185524528,0.823884097034364,,Main,-0.087667015610393,0.0694850731152219
HF genotype,Time_(joint),HMDB0000884,Ribothymidine,,,,0.972240037276119,Main,,
HF genotype,Time_120,HMDB0000910,Tridecylic acid,-0.38879117271325,0.0483622117946719,1.29373926175198e-06,,Main,-0.483581107830807,-0.294001237595694
HF genotype,Time_235,HMDB0000910,Tridecylic acid,-0.134303302784068,0.0483622117946719,0.0148357757267019,,Main,-0.229093237901625,-0.0395133676665114
HF genotype,Time_(joint),HMDB0000910,Tridecylic acid,,,,4.73466332790777e-06,Main,,
HF genotype,Time_120,HMDB0242141,Eicosanedioic acid,-0.263195369787216,0.0618861965794746,0.000803623129709718,,Main,-0.384492315082986,-0.141898424491445
HF genotype,Time_235,HMDB0242141,Eicosanedioic acid,-0.306399113990569,0.0618861965794746,0.000213047279117068,,Main,-0.427696059286339,-0.185102168694799
HF genotype,Time_(joint),HMDB0242141,Eicosanedioic acid,,,,0.000405646406777014,Main,,
HF genotype,Time_120,HMDB0006116,3-Hydroxyhippuric acid,0.0630610920446458,0.0811147321974564,0.449842876938089,,Main,-0.0959237830623688,0.222045967151661
HF genotype,Time_235,HMDB0006116,3-Hydroxyhippuric acid,0.133324426877722,0.0811147321974565,0.122508549694497,,Main,-0.0256604482292932,0.292309301984736
HF genotype,Time_(joint),HMDB0006116,3-Hydroxyhippuric acid,,,,0.290477576636538,Main,,
HF genotype,Time_120,HMDB0000714,Hippuric acid,-0.0228883499924027,0.0331786017966867,0.50156272542483,,Main,-0.0879184095139088,0.0421417095291033
HF genotype,Time_235,HMDB0000714,Hippuric acid,0.0110605076548532,0.0331786017966867,0.743800659761641,,Main,-0.0539695518666528,0.0760905671763593
HF genotype,Time_(joint),HMDB0000714,Hippuric acid,,,,0.591842623340622,Main,,
HF genotype,Time_120,HMDB0002100,Palmitoyl-EA,-0.499422746178205,0.0757395920129882,1.20123499046171e-05,,Main,-0.647872346523663,-0.350973145832749
HF genotype,Time_235,HMDB0002100,Palmitoyl-EA,-0.325899051340023,0.0757395920129882,0.000729455651081909,,Main,-0.47434865168548,-0.177449450994566
HF genotype,Time_(joint),HMDB0002100,Palmitoyl-EA,,,,4.32256769206114e-05,Main,,
HF genotype,Time_120,HMDB0001999,Eicosapentaenoic acid,-1.11220053468359,0.108175275926118,6.61640581682768e-08,,Main,-1.32422407549879,-0.900176993868402
HF genotype,Time_235,HMDB0001999,Eicosapentaenoic acid,-0.679349644905282,0.108175275926118,2.02184809130908e-05,,Main,-0.891373185720475,-0.46732610409009
HF genotype,Time_(joint),HMDB0001999,Eicosapentaenoic acid,,,,2.70632072829653e-07,Main,,
HF genotype,Time_120,HMDB0001388,alpha-Linolenic acid,-1.66295399704098,0.15576749314495,4.13088033401864e-08,,Main,-1.96825828360508,-1.35764971047688
HF genotype,Time_235,HMDB0001388,alpha-Linolenic acid,-0.374613667113877,0.15576749314495,0.030577351701853,,Main,-0.679917953677979,-0.0693093805497761
HF genotype,Time_(joint),HMDB0001388,alpha-Linolenic acid,,,,1.02824080745945e-07,Main,,
HF genotype,Time_120,HMDB0000806,Myristic acid,-1.40672517582584,0.105348759356529,2.34649282749442e-09,,Main,-1.61320874416464,-1.20024160748704
HF genotype,Time_235,HMDB0000806,Myristic acid,-0.461925913486677,0.105348759356529,0.000622859254325898,,Main,-0.668409481825473,-0.25544234514788
HF genotype,Time_(joint),HMDB0000806,Myristic acid,,,,8.43813963356391e-09,Main,,
HF genotype,Time_120,HMDB0031057,2-Hydroxy palmitic acid,-0.49103781579556,0.055025195279871,3.75356619104977e-07,,Main,-0.598887198544107,-0.383188433047013
HF genotype,Time_235,HMDB0031057,2-Hydroxy palmitic acid,-0.398191147035985,0.055025195279871,4.31303527130562e-06,,Main,-0.506040529784532,-0.290341764287437
HF genotype,Time_(joint),HMDB0031057,2-Hydroxy palmitic acid,,,,8.06471373791016e-07,Main,,
HF genotype,Time_120,HMDB0002183,Docosahexaenoic acid,-1.3236655982056,0.102956983967752,3.84169877967832e-09,,Main,-1.5254612867824,-1.12186990962881
HF genotype,Time_235,HMDB0002183,Docosahexaenoic acid,-0.656050026944366,0.102956983967752,1.73324635458421e-05,,Main,-0.85784571552116,-0.454254338367571
HF genotype,Time_(joint),HMDB0002183,Docosahexaenoic acid,,,,1.7698768078327e-08,Main,,
HF genotype,Time_120,HMDB0003229,Palmitoleic acid,-2.33557280354391,0.181962091784774,3.92404413295346e-09,,Main,-2.69221850344207,-1.97892710364575
HF genotype,Time_235,HMDB0003229,Palmitoleic acid,-0.744742895182797,0.181962091784774,0.00109735872283509,,Main,-1.10138859508095,-0.388097195284641
HF genotype,Time_(joint),HMDB0003229,Palmitoleic acid,,,,1.37092389408482e-08,Main,,
HF genotype,Time_120,HMDB0001043,Arachidonic acid,-1.01829863209665,0.0953910817890302,4.13518196726697e-08,,Main,-1.20526515240315,-0.831332111790155
HF genotype,Time_235,HMDB0001043,Arachidonic acid,-0.61946314344368,0.0953910817890302,1.41593734714055e-05,,Main,-0.80642966375018,-0.432496623137181
HF genotype,Time_(joint),HMDB0001043,Arachidonic acid,,,,1.70378091534452e-07,Main,,
HF genotype,Time_120,HMDB0000015,11-Deoxycortisol,0.0110944896432921,0.0374025670496865,0.771108789909978,,Main,-0.0622145417740935,0.0844035210606777
HF genotype,Time_235,HMDB0000015,11-Deoxycortisol,-0.00563020770295969,0.0374025670496865,0.88249380337327,,Main,-0.0789392391203453,0.0676788237144259
HF genotype,Time_(joint),HMDB0000015,11-Deoxycortisol,,,,0.902332397282574,Main,,
HF genotype,Time_120,HMDB0032358,Lauroyl diethanolamide,0.0557527900474221,0.101252519254394,0.590565335274519,,Main,-0.142702147691191,0.254207727786035
HF genotype,Time_235,HMDB0032358,Lauroyl diethanolamide,0.0857706338767671,0.101252519254394,0.41118891411309,,Main,-0.112684303861846,0.28422557161538
HF genotype,Time_(joint),HMDB0032358,Lauroyl diethanolamide,,,,0.697586938974005,Main,,
HF genotype,Time_120,HMDB0010736,3-Oxooctadecanoic acid,-0.117185107280285,0.0295543892119907,0.0014094287688386,,Main,-0.175111710135786,-0.0592585044247831
HF genotype,Time_235,HMDB0010736,3-Oxooctadecanoic acid,-0.0817574539501353,0.0295543892119907,0.0151508376947827,,Main,-0.139684056805637,-0.0238308510946337
HF genotype,Time_(joint),HMDB0010736,3-Oxooctadecanoic acid,,,,0.00425328971493911,Main,,
HF genotype,Time_120,HMDB0000673,Linoleic acid,-1.2885217891749,0.0998462729066201,3.65824240848051e-09,,Main,-1.48422048407188,-1.09282309427793
HF genotype,Time_235,HMDB0000673,Linoleic acid,-0.335613314478265,0.0998462729066201,0.00465805146453434,,Main,-0.531312009375241,-0.13991461958129
HF genotype,Time_(joint),HMDB0000673,Linoleic acid,,,,1.0460821230207e-08,Main,,
HF genotype,Time_120,HMDB0001976,Docosapentaenoic acid (22n-6),-1.72018024858192,0.135134776497088,4.36994453437926e-09,,Main,-1.98504441051621,-1.45531608664763
HF genotype,Time_235,HMDB0001976,Docosapentaenoic acid (22n-6),-0.966521279869261,0.135134776497088,4.9175238642099e-06,,Main,-1.23138544180355,-0.701657117934968
HF genotype,Time_(joint),HMDB0001976,Docosapentaenoic acid (22n-6),,,,1.94725303735186e-08,Main,,
HF genotype,Time_120,HMDB0000826,Pentadecylic acid,-0.68351087926613,0.065948502711223,5.98609173985096e-08,,Main,-0.812769944580127,-0.554251813952132
HF genotype,Time_235,HMDB0000826,Pentadecylic acid,-0.277075868867733,0.065948502711223,0.000888126751451443,,Main,-0.40633493418173,-0.147816803553735
HF genotype,Time_(joint),HMDB0000826,Pentadecylic acid,,,,2.51737171738633e-07,Main,,
HF genotype,Time_120,HMDB0012252,Linoleoyl-EA,0.0888957225820013,0.172084420468478,0.61351101492328,,Main,-0.248389741536215,0.426181186700218
HF genotype,Time_235,HMDB0012252,Linoleoyl-EA,-0.0405534824486535,0.172084420468478,0.81710866793649,,Main,-0.37783894656687,0.296731981669563
HF genotype,Time_(joint),HMDB0012252,Linoleoyl-EA,,,,0.748266287010016,Main,,
HF genotype,Time_120,HMDB0060038,10Z-Heptadecenoic acid,-2.12085979582089,0.148407779126685,9.64350854259268e-10,,Main,-2.41173904290919,-1.82998054873258
HF genotype,Time_235,HMDB0060038,10Z-Heptadecenoic acid,-0.693943165504472,0.148407779126685,0.000357098814758041,,Main,-0.984822412592774,-0.40306391841617
HF genotype,Time_(joint),HMDB0060038,10Z-Heptadecenoic acid,,,,3.46211956837828e-09,Main,,
HF genotype,Time_120,HMDB0001008,Biliverdin,0.266302564784188,0.215154563185029,0.236173991161795,,Main,-0.15540037905847,0.688005508626845
HF genotype,Time_235,HMDB0001008,Biliverdin,0.239108554293865,0.215154563185029,0.285146331921805,,Main,-0.182594389548793,0.660811498136522
HF genotype,Time_(joint),HMDB0001008,Biliverdin,,,,0.418473420533636,Main,,
HF genotype,Time_120,HMDB0002925,Eicosatrienoic acid,-1.42700330570613,0.117846827605879,8.32790485473199e-09,,Main,-1.65798308781365,-1.1960235235986
HF genotype,Time_235,HMDB0002925,Eicosatrienoic acid,-0.636121279716225,0.117846827605879,9.39726716100834e-05,,Main,-0.867101061823747,-0.405141497608703
HF genotype,Time_(joint),HMDB0002925,Eicosatrienoic acid,,,,3.72652864123695e-08,Main,,
HF genotype,Time_120,HMDB0001898,Mesobilirubinogen,0.0393790894471566,0.101548921697027,0.704007653466919,,Main,-0.159656797079017,0.23841497597333
HF genotype,Time_235,HMDB0001898,Mesobilirubinogen,0.0733231617461554,0.101548921697027,0.482152175499556,,Main,-0.125712724780018,0.272359048272329
HF genotype,Time_(joint),HMDB0001898,Mesobilirubinogen,,,,0.773832232741461,Main,,
HF genotype,Time_120,HMDB0000220,Palmitic acid,-0.411580351824859,0.0214138696990113,1.84231236364559e-11,,Main,-0.453551536434921,-0.369609167214797
HF genotype,Time_235,HMDB0000220,Palmitic acid,-0.143045474483072,0.0214138696990113,1.04382406850527e-05,,Main,-0.185016659093134,-0.101074289873009
HF genotype,Time_(joint),HMDB0000220,Palmitic acid,,,,7.04282883245753e-11,Main,,
HF genotype,Time_120,HMDB0002226,Adrenic acid,-1.49935298715241,0.114230641226578,2.934902676074e-09,,Main,-1.7232450439565,-1.27546093034831
HF genotype,Time_235,HMDB0002226,Adrenic acid,-0.758159449807591,0.114230641226578,1.11944041059459e-05,,Main,-0.982051506611683,-0.534267393003499
HF genotype,Time_(joint),HMDB0002226,Adrenic acid,,,,1.35382609606849e-08,Main,,
HF genotype,Time_120,HMDB0011773,Cer 18:1;O2/14:0,-0.846278709762031,0.127652061724687,1.13326362569373e-05,,Main,-1.09647675074242,-0.596080668781646
HF genotype,Time_235,HMDB0011773,Cer 18:1;O2/14:0,-0.00805125700757014,0.127652061724687,0.950600924732931,,Main,-0.258249297987956,0.242146783972816
HF genotype,Time_(joint),HMDB0011773,Cer 18:1;O2/14:0,,,,1.04588008816663e-05,Main,,
HF genotype,Time_120,HMDB0000207,Oleic acid,-1.07105610973808,0.0602515822115702,5.28008591006312e-11,,Main,-1.18914921087276,-0.952963008603406
HF genotype,Time_235,HMDB0000207,Oleic acid,-0.375152562823097,0.0602515822115702,2.21303653648978e-05,,Main,-0.493245663957774,-0.257059461688419
HF genotype,Time_(joint),HMDB0000207,Oleic acid,,,,2.02998402162878e-10,Main,,
HF genotype,Time_120,HMDB0062549,2-Hydroxystearic acid,-1.97965822286215,0.182069825958817,3.28093059325579e-08,,Main,-2.33651508174144,-1.62280136398287
HF genotype,Time_235,HMDB0062549,2-Hydroxystearic acid,-1.14556997214617,0.182069825958817,1.98202209355608e-05,,Main,-1.50242683102545,-0.788713113266883
HF genotype,Time_(joint),HMDB0062549,2-Hydroxystearic acid,,,,1.41704368864214e-07,Main,,
