genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HF genotype,HF meal,Time_360,HMDB0000921,Cholestenone,0.014222642460035,0.0320351160037058,0.700478417369763,,Main,-0.0485661849072284,0.0770114698272984
HF genotype,HF meal,Time_(joint),HMDB0000921,Cholestenone,,,,0.700478417369763,Main,,
HF genotype,HF meal,Time_360,HMDB0011581,MG 22:0,-0.0256253208678411,0.0385134420981457,0.542222917865377,,Main,-0.101111667380207,0.0498610256445244
HF genotype,HF meal,Time_(joint),HMDB0011581,MG 22:0,,,,0.542222917865377,Main,,
HF genotype,HF meal,Time_360,HMDB0011527,LPE 24:0/0:0,0.133742153352228,0.0288080462040064,0.0433990606000718,,Main,0.0772783827923753,0.190205923912081
HF genotype,HF meal,Time_(joint),HMDB0011527,LPE 24:0/0:0,,,,0.0433990606000718,Main,,
HF genotype,HF meal,Time_360,HMDB0000067,Cholesterol,0.124431647462539,0.0299791667229171,0.053436537954174,,Main,0.0656724806856213,0.183190814239456
HF genotype,HF meal,Time_(joint),HMDB0000067,Cholesterol,,,,0.053436537954174,Main,,
HF genotype,HF meal,Time_360,HMDB0029220,LPC 26:1/0:0,0.0737144307191973,0.0222948206362289,0.0805740271227529,,Main,0.0300165822721886,0.117412279166206
HF genotype,HF meal,Time_(joint),HMDB0029220,LPC 26:1/0:0,,,,0.0805740271227529,Main,,
HF genotype,HF meal,Time_360,HMDB0007903,PC 30:2,0.262512036133453,0.124726181321834,0.169970941828219,,Main,0.0180487207426595,0.506975351524247
HF genotype,HF meal,Time_(joint),HMDB0007903,PC 30:2,,,,0.169970941828219,Main,,
HF genotype,HF meal,Time_360,HMDB0240677,SM 33:2;O2_A,0.0572440140416006,0.013348067673164,0.0502973651406845,,Main,0.0310818014021992,0.0834062266810021
HF genotype,HF meal,Time_(joint),HMDB0240677,SM 33:2;O2_A,,,,0.0502973651406845,Main,,
HF genotype,HF meal,Time_360,HMDB0007866,PC 28:0,0.145507665483668,0.0988444869084463,0.278859959883003,,Main,-0.0482275288568868,0.339242859824223
HF genotype,HF meal,Time_(joint),HMDB0007866,PC 28:0,,,,0.278859959883003,Main,,
HF genotype,HF meal,Time_360,HMDB0007875,PC 32:3,0.118988689896834,0.0515540583102519,0.147334569923821,,Main,0.0179427356087399,0.220034644184927
HF genotype,HF meal,Time_(joint),HMDB0007875,PC 32:3,,,,0.147334569923821,Main,,
HF genotype,HF meal,Time_360,HMDB0001492,gamma-Tocopherol,0.231555546991298,0.095932519078369,0.137187548401515,,Main,0.0435278095976942,0.419583284384901
HF genotype,HF meal,Time_(joint),HMDB0001492,gamma-Tocopherol,,,,0.137187548401515,Main,,
HF genotype,HF meal,Time_360,HMDB0011588,MG 24:0,-0.132504993298111,0.0414289052890808,0.0854170273030773,,Main,-0.213705647664709,-0.0513043389315124
HF genotype,HF meal,Time_(joint),HMDB0011588,MG 24:0,,,,0.0854170273030773,Main,,
HF genotype,HF meal,Time_360,HMDB0012097,SM 32:1;O2,0.068658731464069,0.0267453950130127,0.124115030587346,,Main,0.016237757238564,0.121079705689574
HF genotype,HF meal,Time_(joint),HMDB0012097,SM 32:1;O2,,,,0.124115030587346,Main,,
HF genotype,HF meal,Time_360,HMDB0007916,PC 34:5,0.174484311125037,0.0655241181560516,0.11682201607139,,Main,0.046057039539176,0.302911582710898
HF genotype,HF meal,Time_(joint),HMDB0007916,PC 34:5,,,,0.11682201607139,Main,,
HF genotype,HF meal,Time_360,HMDB0007870,PC 30:1,0.0957187760816301,0.0774910649374015,0.342163297264081,,Main,-0.0561637111956767,0.247601263358937
HF genotype,HF meal,Time_(joint),HMDB0007870,PC 30:1,,,,0.342163297264081,Main,,
HF genotype,HF meal,Time_360,HMDB0240613,SM 34:2;O2,0.0496612891999651,0.0209374830388013,0.141085766865958,,Main,0.0086238224439145,0.0906987559560158
HF genotype,HF meal,Time_(joint),HMDB0240613,SM 34:2;O2,,,,0.141085766865958,Main,,
HF genotype,HF meal,Time_360,HMDB0012085,SM 32:0;O2,0.0571649438720291,0.0432880837942338,0.317505724109715,,Main,-0.0276797003646692,0.142009588108727
HF genotype,HF meal,Time_(joint),HMDB0012085,SM 32:0;O2,,,,0.317505724109715,Main,,
HF genotype,HF meal,Time_360,HMDB0001893,alpha-Tocopherol,0.054994870008765,0.0341392079394737,0.248505253347525,,Main,-0.0119179775526034,0.121907717570133
HF genotype,HF meal,Time_(joint),HMDB0001893,alpha-Tocopherol,,,,0.248505253347525,Main,,
HF genotype,HF meal,Time_360,HMDB0007932,PC 29:0,0.0935011929653863,0.118724765692224,0.513473774254143,,Main,-0.139199347791372,0.326201733722145
HF genotype,HF meal,Time_(joint),HMDB0007932,PC 29:0,,,,0.513473774254143,Main,,
HF genotype,HF meal,Time_360,HMDB0000094,Citric and,0.0920014628893237,0.20952399345927,0.703475353303121,,Main,-0.318665564290845,0.502668490069492
HF genotype,HF meal,Time_(joint),HMDB0000094,Citric and,,,,0.703475353303121,Main,,
HF genotype,HF meal,Time_360,HMDB0029205,LPC 26:0/0:0,0.109853886454322,0.0401321793068436,0.111566204966844,,Main,0.0311948150129085,0.188512957895736
HF genotype,HF meal,Time_(joint),HMDB0029205,LPC 26:0/0:0,,,,0.111566204966844,Main,,
HF genotype,HF meal,Time_360,HMDB0006750,Hex2Cer 34:1;O2,0.0177638040769352,0.00598378638789669,0.0972065170178726,,Main,0.00603558275665773,0.0294920253972127
HF genotype,HF meal,Time_(joint),HMDB0006750,Hex2Cer 34:1;O2,,,,0.0972065170178726,Main,,
HF genotype,HF meal,Time_360,HMDB0007883,PC 34:4,0.0821050316851645,0.0381591475520241,0.164343331263405,,Main,0.00731310248319715,0.156896960887132
HF genotype,HF meal,Time_(joint),HMDB0007883,PC 34:4,,,,0.164343331263405,Main,,
HF genotype,HF meal,Time_360,HMDB0007041,DG 30:2,0.137966831698231,0.154787373249927,0.466801008183328,,Main,-0.165416419871625,0.441350083268088
HF genotype,HF meal,Time_(joint),HMDB0007041,DG 30:2,,,,0.466801008183328,Main,,
HF genotype,HF meal,Time_360,HMDB0004971,HexCer 34:1;O2,-0.0041586151393034,0.0455503544223246,0.935577307177371,,Main,-0.0934373098070597,0.0851200795284529
HF genotype,HF meal,Time_(joint),HMDB0004971,HexCer 34:1;O2,,,,0.935577307177371,Main,,
HF genotype,HF meal,Time_360,HMDB0007936,PC 31:1,0.0658821601532699,0.0410637245085008,0.249832103176201,,Main,-0.0146027398833916,0.146367060189931
HF genotype,HF meal,Time_(joint),HMDB0007936,PC 31:1,,,,0.249832103176201,Main,,
HF genotype,HF meal,Time_360,HMDB0008511,PC 40:10,0.0393515935963317,0.0336011532629106,0.362188421524065,,Main,-0.026506666798973,0.105209853991636
HF genotype,HF meal,Time_(joint),HMDB0008511,PC 40:10,,,,0.362188421524065,Main,,
HF genotype,HF meal,Time_360,HMDB0007869,PC 30:0,0.0754856797463031,0.0673155503339541,0.378689316204926,,Main,-0.0564527989082469,0.207424158400853
HF genotype,HF meal,Time_(joint),HMDB0007869,PC 30:0,,,,0.378689316204926,Main,,
HF genotype,HF meal,Time_360,HMDB0008006,PC 34:3,0.130867997146472,0.0448458758235664,0.100106263200263,,Main,0.0429700805322817,0.218765913760662
HF genotype,HF meal,Time_(joint),HMDB0008006,PC 34:3,,,,0.100106263200263,Main,,
HF genotype,HF meal,Time_360,HMDB0007940,PC 33:2,0.128929420916999,0.0412126172139082,0.088781243405484,,Main,0.048152691177739,0.209706150656259
HF genotype,HF meal,Time_(joint),HMDB0007940,PC 33:2,,,,0.088781243405484,Main,,
HF genotype,HF meal,Time_360,HMDB0002329,Oxalic acid,-0.139202650595746,0.0621566130771892,0.154470681440117,,Main,-0.261029612227037,-0.0173756889644556
HF genotype,HF meal,Time_(joint),HMDB0002329,Oxalic acid,,,,0.154470681440117,Main,,
HF genotype,HF meal,Time_360,HMDB0008428,PC 35:4,0.0882111097418677,0.0401036475497113,0.15885613980924,,Main,0.00960796054443365,0.166814258939302
HF genotype,HF meal,Time_(joint),HMDB0008428,PC 35:4,,,,0.15885613980924,Main,,
HF genotype,HF meal,Time_360,HMDB0007983,PC 36:4_A,0.174053319687109,0.0673743309456788,0.122833209899593,,Main,0.0419996310335785,0.306107008340639
HF genotype,HF meal,Time_(joint),HMDB0007983,PC 36:4_A,,,,0.122833209899593,Main,,
HF genotype,HF meal,Time_360,HMDB0007873,PC 32:1,0.0481394763443037,0.0345408914755848,0.298079020499439,,Main,-0.0195606709478426,0.11583962363645
HF genotype,HF meal,Time_(joint),HMDB0007873,PC 32:1,,,,0.298079020499439,Main,,
HF genotype,HF meal,Time_360,HMDB0011745,N-Acetylmethionine,0.0356296589197977,0.0196978226520891,0.212203698242116,,Main,-0.00297807347829699,0.0742373913178924
HF genotype,HF meal,Time_(joint),HMDB0011745,N-Acetylmethionine,,,,0.212203698242116,Main,,
HF genotype,HF meal,Time_360,HMDB0000402,2-Isopropylmalic acid,0.108126409710202,0.0948377794701871,0.317869391987699,,Main,-0.0777556380513644,0.294008457471769
HF genotype,HF meal,Time_(joint),HMDB0000402,2-Isopropylmalic acid,,,,0.317869391987699,Main,,
HF genotype,HF meal,Time_360,HMDB0004949,Cer 34:1;O2,0.2427490041337,0.0829228038619272,0.0995665797344368,,Main,0.0802203085643223,0.405277699703077
HF genotype,HF meal,Time_(joint),HMDB0004949,Cer 34:1;O2,,,,0.0995665797344368,Main,,
HF genotype,HF meal,Time_360,HMDB0000956,Tartaric acid,0.140347475811024,0.107470438685011,0.261619002293438,,Main,-0.0702945840115979,0.350989535633646
HF genotype,HF meal,Time_(joint),HMDB0000956,Tartaric acid,,,,0.261619002293438,Main,,
HF genotype,HF meal,Time_360,HMDB0012101,SM 36:2;O2,0.0248855139767983,0.0233824661258815,0.398691541278578,,Main,-0.0209441196299296,0.0707151475835261
HF genotype,HF meal,Time_(joint),HMDB0012101,SM 36:2;O2,,,,0.398691541278578,Main,,
HF genotype,HF meal,Time_360,HMDB0007012,DG 30:1,0.478068312472329,0.163880964846516,0.100165193891073,,Main,0.156861621373158,0.799275003571499
HF genotype,HF meal,Time_(joint),HMDB0007012,DG 30:1,,,,0.100165193891073,Main,,
HF genotype,HF meal,Time_360,HMDB0010168,SM 34:0;O2,0.0604399087071291,0.0299241905146105,0.180839780372845,,Main,0.00178849529849249,0.119091322115766
HF genotype,HF meal,Time_(joint),HMDB0010168,SM 34:0;O2,,,,0.180839780372845,Main,,
HF genotype,HF meal,Time_360,HMDB0000134,Fumaric and,-0.000957050780757326,0.21729982093888,0.996885713883573,,Main,-0.426864699820963,0.424950598259448
HF genotype,HF meal,Time_(joint),HMDB0000134,Fumaric and,,,,0.996885713883573,Main,,
HF genotype,HF meal,Time_360,HMDB0007025,DG 34:4,0.397602711525008,0.569496468062614,0.55732758984701,,Main,-0.718610365877716,1.51381578892773
HF genotype,HF meal,Time_(joint),HMDB0007025,DG 34:4,,,,0.55732758984701,Main,,
HF genotype,HF meal,Time_360,HMDB0009783,PI 34:1,0.0941282586533987,0.0877679178923503,0.395750818818781,,Main,-0.0778968604156078,0.266153377722405
HF genotype,HF meal,Time_(joint),HMDB0009783,PI 34:1,,,,0.395750818818781,Main,,
HF genotype,HF meal,Time_360,HMDB0007991,PC 38:6,0.0247931734862685,0.0227515869788577,0.389628873262831,,Main,-0.0197999369922926,0.0693862839648295
HF genotype,HF meal,Time_(joint),HMDB0007991,PC 38:6,,,,0.389628873262831,Main,,
HF genotype,HF meal,Time_360,HMDB0001857,"1,3-Dimethyluric acid",-0.338808097817913,0.169440720159385,0.183562326096261,,Main,-0.670911909330308,-0.006704286305518
HF genotype,HF meal,Time_(joint),HMDB0001857,"1,3-Dimethyluric acid",,,,0.183562326096261,Main,,
HF genotype,HF meal,Time_360,HMDB0241924,N-palmitoyl glutamine,-0.0608345111180834,0.236244987526577,0.809492819612667,,Main,-0.523874686670175,0.402205664434008
HF genotype,HF meal,Time_(joint),HMDB0241924,N-palmitoyl glutamine,,,,0.809492819612667,Main,,
HF genotype,HF meal,Time_360,HMDB0240622,SM 35:1;O2,-0.00489921901423431,0.0327064757351582,0.894669175124076,,Main,-0.0690039114551444,0.0592054734266758
HF genotype,HF meal,Time_(joint),HMDB0240622,SM 35:1;O2,,,,0.894669175124076,Main,,
HF genotype,HF meal,Time_360,HMDB0009778,PI 32:0,-0.891526564671774,0.4297895209821,0.173753310013657,,Main,-1.73391402579669,-0.0491391035468585
HF genotype,HF meal,Time_(joint),HMDB0009778,PI 32:0,,,,0.173753310013657,Main,,
HF genotype,HF meal,Time_360,HMDB0008928,PE 34:2,0.4845221522144,0.201817474614926,0.138376743921414,,Main,0.088959901969145,0.880084402459654
HF genotype,HF meal,Time_(joint),HMDB0008928,PE 34:2,,,,0.138376743921414,Main,,
HF genotype,HF meal,Time_360,HMDB0007973,PC 34:2,0.104620993652503,0.0325547440698982,0.0847047118928616,,Main,0.0408136952755026,0.168428292029504
HF genotype,HF meal,Time_(joint),HMDB0007973,PC 34:2,,,,0.0847047118928616,Main,,
HF genotype,HF meal,Time_360,HMDB0008937,PE 36:4,0.202911139147768,0.0744800570116903,0.112455622314428,,Main,0.0569302274048554,0.348892050890681
HF genotype,HF meal,Time_(joint),HMDB0008937,PE 36:4,,,,0.112455622314428,Main,,
HF genotype,HF meal,Time_360,HMDB0014581,Allopurinol,-0.00295380994663219,0.00685445040679216,0.708516283160674,,Main,-0.0163885327439448,0.0104809128506804
HF genotype,HF meal,Time_(joint),HMDB0014581,Allopurinol,,,,0.708516283160674,Main,,
HF genotype,HF meal,Time_360,HMDB0008123,PC 40:7,0.0578360875164682,0.0208289453695175,0.108916323854209,,Main,0.0170113545922138,0.0986608204407225
HF genotype,HF meal,Time_(joint),HMDB0008123,PC 40:7,,,,0.108916323854209,Main,,
HF genotype,HF meal,Time_360,HMDB0009786,PI 36:2,0.056974176709635,0.0928912651729614,0.602110325745315,,Main,-0.125092703029369,0.239041056448639
HF genotype,HF meal,Time_(joint),HMDB0009786,PI 36:2,,,,0.602110325745315,Main,,
HF genotype,HF meal,Time_360,HMDB0009060,PE 36:3,0.483906327871736,0.111838356739484,0.0494833111757452,,Main,0.264703148662348,0.703109507081125
HF genotype,HF meal,Time_(joint),HMDB0009060,PE 36:3,,,,0.0494833111757452,Main,,
HF genotype,HF meal,Time_360,HMDB0009069,PE 38:5,0.266818783321668,0.115742958543503,0.147613877306216,,Main,0.0399625845764021,0.493674982066933
HF genotype,HF meal,Time_(joint),HMDB0009069,PE 38:5,,,,0.147613877306216,Main,,
HF genotype,HF meal,Time_360,HMDB0001138,N-Acetylglutamic acid,-0.0634371583270478,0.129083904225344,0.671752935904581,,Main,-0.316441610608723,0.189567293954627
HF genotype,HF meal,Time_(joint),HMDB0001138,N-Acetylglutamic acid,,,,0.671752935904581,Main,,
HF genotype,HF meal,Time_360,HMDB0240629,PC 39:6,0.0295678622750396,0.0167843442679422,0.220191731607182,,Main,-0.00332945249012705,0.0624651770402063
HF genotype,HF meal,Time_(joint),HMDB0240629,PC 39:6,,,,0.220191731607182,Main,,
HF genotype,HF meal,Time_360,HMDB0011269,PC P-32:1,0.00369223275022979,0.0593161580797605,0.956027537908898,,Main,-0.112567437086101,0.11995190258656
HF genotype,HF meal,Time_(joint),HMDB0011269,PC P-32:1,,,,0.956027537908898,Main,,
HF genotype,HF meal,Time_360,HMDB0013404,PC O-32:1,0.020304196924864,0.0111474676248766,0.210134246166317,,Main,-0.00154483961989421,0.0421532334696222
HF genotype,HF meal,Time_(joint),HMDB0013404,PC O-32:1,,,,0.210134246166317,Main,,
HF genotype,HF meal,Time_360,HMDB0001348,SM 36:1;O2,0.0184724709431663,0.0150924697187533,0.345588353110736,,Main,-0.0111087697055902,0.0480537115919229
HF genotype,HF meal,Time_(joint),HMDB0001348,SM 36:1;O2,,,,0.345588353110736,Main,,
HF genotype,HF meal,Time_360,HMDB0007946,PC 35:2,0.114126370500604,0.00703172813852707,0.00377474555585981,,Main,0.100344183349091,0.127908557652118
HF genotype,HF meal,Time_(joint),HMDB0007946,PC 35:2,,,,0.00377474555585981,Main,,
HF genotype,HF meal,Time_360,HMDB0011229,PC P-38:6,0.0404177918449354,0.0201195698788547,0.182300394200337,,Main,0.000983434882380098,0.0798521488074907
HF genotype,HF meal,Time_(joint),HMDB0011229,PC P-38:6,,,,0.182300394200337,Main,,
HF genotype,HF meal,Time_360,HMDB0007011,DG 30:0,0.160764281336832,0.408706657499618,0.732032515037051,,Main,-0.640300767362419,0.961829330036082
HF genotype,HF meal,Time_(joint),HMDB0007011,DG 30:0,,,,0.732032515037051,Main,,
HF genotype,HF meal,Time_360,HMDB0007132,DG 34:3,-0.39282612782389,0.172695169070508,0.150752126585486,,Main,-0.731308659202086,-0.0543435964456949
HF genotype,HF meal,Time_(joint),HMDB0007132,DG 34:3,,,,0.150752126585486,Main,,
HF genotype,HF meal,Time_360,HMDB0011205,PC P-31:0,-0.306030972023358,0.0941741038246382,0.0830673294885772,,Main,-0.490612215519649,-0.121449728527067
HF genotype,HF meal,Time_(joint),HMDB0011205,PC P-31:0,,,,0.0830673294885773,Main,,
HF genotype,HF meal,Time_360,HMDB0011420,PE P-38:6,0.094535419985571,0.0221164055466589,0.0506052822772672,,Main,0.0511872651141195,0.137883574857022
HF genotype,HF meal,Time_(joint),HMDB0011420,PE P-38:6,,,,0.0506052822772672,Main,,
HF genotype,HF meal,Time_360,HMDB0001889,Theophylline,-0.0523688623411307,0.0491913558066357,0.398578357382092,,Main,-0.148783919722137,0.0440461950398753
HF genotype,HF meal,Time_(joint),HMDB0001889,Theophylline,,,,0.398578357382092,Main,,
HF genotype,HF meal,Time_360,HMDB0013409,PC O-38:6,0.0584156071488309,0.00982364722732335,0.0271347653550488,,Main,0.0391612585832771,0.0776699557143847
HF genotype,HF meal,Time_(joint),HMDB0013409,PC O-38:6,,,,0.0271347653550488,Main,,
HF genotype,HF meal,Time_360,HMDB0007955,PC 37:4,0.063289362237299,0.0191399951760061,0.0805608114231719,,Main,0.025774971692327,0.100803752782271
HF genotype,HF meal,Time_(joint),HMDB0007955,PC 37:4,,,,0.0805608114231719,Main,,
HF genotype,HF meal,Time_360,HMDB0011211,PC P-34:2,0.00530325322793128,0.0213035122385485,0.826639571055096,,Main,-0.0364516307596237,0.0470581372154862
HF genotype,HF meal,Time_(joint),HMDB0011211,PC P-34:2,,,,0.826639571055096,Main,,
HF genotype,HF meal,Time_360,HMDB0011343,PE P-34:2,0.162697120650696,0.0912929884293013,0.216671438802831,,Main,-0.016237136670735,0.341631377972126
HF genotype,HF meal,Time_(joint),HMDB0011343,PE P-34:2,,,,0.216671438802831,Main,,
HF genotype,HF meal,Time_360,HMDB0011151,PC P-34:1,0.0431893136289669,0.036934300270832,0.36276499278997,,Main,-0.0292019149018639,0.115580542159798
HF genotype,HF meal,Time_(joint),HMDB0011151,PC P-34:1,,,,0.36276499278997,Main,,
HF genotype,HF meal,Time_360,HMDB0007972,PC 34:1,0.0595349000997677,0.0245399260717122,0.136069587319154,,Main,0.0114366449992118,0.107633155200324
HF genotype,HF meal,Time_(joint),HMDB0007972,PC 34:1,,,,0.136069587319154,Main,,
HF genotype,HF meal,Time_360,HMDB0011410,PE P-36:4,0.14073821465953,0.117941304093301,0.355114030580516,,Main,-0.0904267413633397,0.3719031706824
HF genotype,HF meal,Time_(joint),HMDB0011410,PE P-36:4,,,,0.355114030580516,Main,,
HF genotype,HF meal,Time_360,HMDB0008927,PE 34:1,0.501356605138265,0.132147598601463,0.0629821089822599,,Main,0.242347311879398,0.760365898397132
HF genotype,HF meal,Time_(joint),HMDB0008927,PE 34:1,,,,0.0629821089822599,Main,,
HF genotype,HF meal,Time_360,HMDB0007937,PC 33:0,0.0896526276664674,0.0482620000527943,0.20433735615708,,Main,-0.00494089243700949,0.184246147769944
HF genotype,HF meal,Time_(joint),HMDB0007937,PC 33:0,,,,0.20433735615708,Main,,
HF genotype,HF meal,Time_360,HMDB0013435,PC O-36:4,0.0159792846492005,0.0281554128108408,0.627561159508806,,Main,-0.0392053244600475,0.0711638937584485
HF genotype,HF meal,Time_(joint),HMDB0013435,PC O-36:4,,,,0.627561159508806,Main,,
HF genotype,HF meal,Time_360,HMDB0007257,DG 38:6,0.362978413340031,0.57402358963161,0.591813540539905,,Main,-0.762107822337926,1.48806464901799
HF genotype,HF meal,Time_(joint),HMDB0007257,DG 38:6,,,,0.591813540539905,Main,,
HF genotype,HF meal,Time_360,HMDB0007248,DG 36:4,0.134734479519466,0.164916542721045,0.499775345542637,,Main,-0.188501944213782,0.457970903252713
HF genotype,HF meal,Time_(joint),HMDB0007248,DG 36:4,,,,0.499775345542637,Main,,
HF genotype,HF meal,Time_360,HMDB0011460,PE P-40:7,0.0746475396505702,0.051298623590137,0.282876471445412,,Main,-0.0258977625860983,0.175192841887239
HF genotype,HF meal,Time_(joint),HMDB0011460,PE P-40:7,,,,0.282876471445412,Main,,
HF genotype,HF meal,Time_360,HMDB0007099,DG 32:1,0.224939156161833,0.0740882762035076,0.0935160095441564,,Main,0.0797261348029585,0.370152177520708
HF genotype,HF meal,Time_(joint),HMDB0007099,DG 32:1,,,,0.0935160095441564,Main,,
HF genotype,HF meal,Time_360,HMDB0012087,SM 36:0;O2,0.0208743107178672,0.0334732651565039,0.59652569731688,,Main,-0.0447332889888805,0.0864819104246149
HF genotype,HF meal,Time_(joint),HMDB0012087,SM 36:0;O2,,,,0.59652569731688,Main,,
HF genotype,HF meal,Time_360,HMDB0011294,PC P-40:6,-0.00572241182662955,0.0326314959564475,0.876940936304154,,Main,-0.0696801439012667,0.0582353202480076
HF genotype,HF meal,Time_(joint),HMDB0011294,PC P-40:6,,,,0.876940936304154,Main,,
HF genotype,HF meal,Time_360,HMDB0009012,PE 40:6,0.117695909150536,0.0360412797223489,0.0823548102474841,,Main,0.0470550008947325,0.18833681740634
HF genotype,HF meal,Time_(joint),HMDB0009012,PE 40:6,,,,0.0823548102474841,Main,,
HF genotype,HF meal,Time_360,HMDB0240667,PI 36:1,0.0513400908206615,0.114332662458168,0.676656027557904,,Main,-0.172751927597348,0.275432109238671
HF genotype,HF meal,Time_(joint),HMDB0240667,PI 36:1,,,,0.676656027557904,Main,,
HF genotype,HF meal,Time_360,HMDB0011319,PC P-38:5,-0.0125438786070381,0.020827289163574,0.60817610319482,,Main,-0.0533653653676431,0.028277608153567
HF genotype,HF meal,Time_(joint),HMDB0011319,PC P-38:5,,,,0.60817610319482,Main,,
HF genotype,HF meal,Time_360,HMDB0008057,PC 40:6,0.0480222179110683,0.0159629250649398,0.095009256781122,,Main,0.0167348847837864,0.0793095510383502
HF genotype,HF meal,Time_(joint),HMDB0008057,PC 40:6,,,,0.095009256781122,Main,,
HF genotype,HF meal,Time_360,HMDB0013429,PC O-36:3,0.00933126031980198,0.0351870672947153,0.815694671936669,,Main,-0.0596353915778401,0.078297912217444
HF genotype,HF meal,Time_(joint),HMDB0013429,PC O-36:3,,,,0.815694671936669,Main,,
HF genotype,HF meal,Time_360,HMDB0011328,PC P-40:7,-0.0509207864983997,0.0165750551830227,0.0916254337343821,,Main,-0.0834078946571241,-0.0184336783396752
HF genotype,HF meal,Time_(joint),HMDB0011328,PC P-40:7,,,,0.0916254337343821,Main,,
HF genotype,HF meal,Time_360,HMDB0011387,PE P-38:5,0.134073679360763,0.0779360223761281,0.227517481485381,,Main,-0.0186809244964483,0.286828283217974
HF genotype,HF meal,Time_(joint),HMDB0011387,PE P-38:5,,,,0.227517481485381,Main,,
HF genotype,HF meal,Time_360,HMDB0013432,PC O-38:5,0.00657064304306704,0.0170822779263484,0.737548117545997,,Main,-0.0269106216925758,0.0400519077787099
HF genotype,HF meal,Time_(joint),HMDB0013432,PC O-38:5,,,,0.737548117545997,Main,,
HF genotype,HF meal,Time_360,HMDB0007896,PC P-32:0,-0.0285638328566667,0.0191015004353643,0.273452336402222,,Main,-0.0660027737099807,0.00887510799664726
HF genotype,HF meal,Time_(joint),HMDB0007896,PC P-32:0,,,,0.273452336402222,Main,,
HF genotype,HF meal,Time_360,HMDB0008994,PE 36:2,0.401201560190733,0.108542938407971,0.0660276300793272,,Main,0.188457400911109,0.613945719470357
HF genotype,HF meal,Time_(joint),HMDB0008994,PE 36:2,,,,0.0660276300793272,Main,,
HF genotype,HF meal,Time_360,HMDB0008039,PC 36:2,0.110170529682866,0.0393227614610754,0.107282615067105,,Main,0.0330979172191582,0.187243142146574
HF genotype,HF meal,Time_(joint),HMDB0008039,PC 36:2,,,,0.107282615067105,Main,,
HF genotype,HF meal,Time_360,HMDB0009003,PE 38:4,0.209536918036264,0.0966594891954124,0.1624674117867,,Main,0.0200843192132556,0.398989516859272
HF genotype,HF meal,Time_(joint),HMDB0009003,PE 38:4,,,,0.1624674117867,Main,,
HF genotype,HF meal,Time_360,HMDB0008048,PC 38:4,0.0443216868621713,0.0248117268672304,0.215963460496488,,Main,-0.00430929779760023,0.0929526715219429
HF genotype,HF meal,Time_(joint),HMDB0008048,PC 38:4,,,,0.215963460496488,Main,,
HF genotype,HF meal,Time_360,HMDB0013422,PC P-40:5,0.00475812265760093,0.0335146029593326,0.900112968248934,,Main,-0.0609304991426909,0.0704467444578928
HF genotype,HF meal,Time_(joint),HMDB0013422,PC P-40:5,,,,0.900112968248934,Main,,
HF genotype,HF meal,Time_360,HMDB0256160,PC 35:1,0.035159022083235,0.0291179464944182,0.350671154847778,,Main,-0.0219121530458248,0.0922301972122947
HF genotype,HF meal,Time_(joint),HMDB0256160,PC 35:1,,,,0.350671154847778,Main,,
HF genotype,HF meal,Time_360,HMDB0008312,PC 40:5,0.0359466070229644,0.0132010489206504,0.112549467680709,,Main,0.0100725511384896,0.0618206629074391
HF genotype,HF meal,Time_(joint),HMDB0008312,PC 40:5,,,,0.112549467680709,Main,,
HF genotype,HF meal,Time_360,HMDB0007103,DG 34:2,-0.0131472414924712,0.0853378275582944,0.891703042546498,,Main,-0.180409383506728,0.154114900521786
HF genotype,HF meal,Time_(joint),HMDB0007103,DG 34:2,,,,0.891703042546498,Main,,
HF genotype,HF meal,Time_360,HMDB0240644,SM 42:4;O2,0.022200969853633,0.0416805095782611,0.647533170661741,,Main,-0.0594928289197588,0.103894768627025
HF genotype,HF meal,Time_(joint),HMDB0240644,SM 42:4;O2,,,,0.647533170661741,Main,,
HF genotype,HF meal,Time_360,HMDB0011210,PC P-34:1,0.0287426457528331,0.019516026337844,0.278699046794799,,Main,-0.00950876586934105,0.0669940573750073
HF genotype,HF meal,Time_(joint),HMDB0011210,PC P-34:1,,,,0.278699046794799,Main,,
HF genotype,HF meal,Time_360,HMDB0013426,PC O-34:1,0.0437894612995014,0.0308340269714072,0.291409599135466,,Main,-0.0166452315644568,0.10422415416346
HF genotype,HF meal,Time_(joint),HMDB0013426,PC O-34:1,,,,0.291409599135466,Main,,
HF genotype,HF meal,Time_360,HMDB0007970,PC 34:0,0.128900659318338,0.0766701181500268,0.234737892357432,,Main,-0.0213727722557149,0.27917409089239
HF genotype,HF meal,Time_(joint),HMDB0007970,PC 34:0,,,,0.234737892357432,Main,,
HF genotype,HF meal,Time_360,HMDB0240676,SM 39:2;O2,0.0824731934699325,0.0115280263918557,0.0189836067057458,,Main,0.0598782617418953,0.10506812519797
HF genotype,HF meal,Time_(joint),HMDB0240676,SM 39:2;O2,,,,0.0189836067057458,Main,,
HF genotype,HF meal,Time_360,HMDB0008047,PC 38:3,0.0764731057691629,0.0172362704647484,0.0472306316803249,,Main,0.042690015658256,0.11025619588007
HF genotype,HF meal,Time_(joint),HMDB0008047,PC 38:3,,,,0.0472306316803249,Main,,
