Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_235,-0.172977907239094,0.0680793159777003,0.0161082946690175,,,Main,-0.306413366555386,-0.0395424479228011,CAR 14:3,"-0.2 (-0.3, 0)",0.016,0.016*,,HMDB0241394
Time_(joint),,,,3.25993458294947,0.0514568029300629,Main,,,CAR 14:3,"NA (NA, NA)",,,0.051,HMDB0241394
Time_120,-0.0104053936343467,0.0111069665687832,0.355860575327456,,,Main,-0.0321750481091618,0.0113642608404685,CAR 12:0,"0 (0, 0)",0.356,0.356,,HMDB0002250
Time_235,-0.00365946090716604,0.0111069665687832,0.743944120235615,,,Main,-0.0254291153819812,0.0181101935676491,CAR 12:0,"0 (0, 0)",0.744,0.744,,HMDB0002250
Time_(joint),,,,0.451699907017969,0.640541479193614,Main,,,CAR 12:0,"NA (NA, NA)",,,0.641,HMDB0002250
Time_120,0.00770123763348331,0.00961443681326235,0.429034817357209,,,Main,-0.0111430585205109,0.0265455337874775,CAR 13:0,"0 (0, 0)",0.429,0.429,,HMDB0241308
Time_235,-0.00594822821027313,0.00961443681326235,0.540508726530721,,,Main,-0.0247925243642673,0.0128960679437211,CAR 13:0,"0 (0, 0)",0.541,0.541,,HMDB0241308
Time_(joint),,,,1.01329264356227,0.374374073908996,Main,,,CAR 13:0,"NA (NA, NA)",,,0.374,HMDB0241308
Time_120,-0.246413459334804,0.125954715583149,0.0591974754551621,,,Main,-0.493284701877775,0.000457783208167861,PC 32:2,"-0.2 (-0.5, 0)",0.059,0.059,,HMDB0007874
Time_235,0.013572291604372,0.125954715583149,0.914862574713507,,,Main,-0.233298950938599,0.260443534147343,PC 32:2,"0 (-0.2, 0.3)",0.915,0.915,,HMDB0007874
Time_(joint),,,,2.69985730639723,0.0825100863113517,Main,,,PC 32:2,"NA (NA, NA)",,,0.083,HMDB0007874
Time_120,-0.0501006298980651,0.0199265520123608,0.0171519440840815,,,Main,-0.0891566718422923,-0.0110445879538379,PC 32:0,"-0.1 (-0.1, 0)",0.017,0.017*,,HMDB0007871
Time_235,-0.0226456944609055,0.0199265520123608,0.26420420047482,,,Main,-0.0617017364051327,0.0164103474833217,PC 32:0,"0 (-0.1, 0)",0.264,0.264,,HMDB0007871
Time_(joint),,,,3.17047211576528,0.0554363699658355,Main,,,PC 32:0,"NA (NA, NA)",,,0.055,HMDB0007871
Time_120,0.0180813011766744,0.00941539137951975,0.0637574722888307,,,Main,-0.00037286592718435,0.0365354682805331,PC P-34:3 or PC O-34:4,"0 (0, 0)",0.064,0.064,,HMDB0011212
Time_235,0.0116496499850262,0.00941539137951975,0.22497910771243,,,Main,-0.00680451711883253,0.0301038170888849,PC P-34:3 or PC O-34:4,"0 (0, 0)",0.225,0.225,,HMDB0011212
Time_(joint),,,,1.89515411787058,0.166783327380755,Main,,,PC P-34:3 or PC O-34:4,"NA (NA, NA)",,,0.167,HMDB0011212
Time_120,0.122062259359192,0.237788682014783,0.611251905661829,,,Main,-0.344003557389783,0.588128076108166,PC P-36:3 or PC O-36:4,"0.1 (-0.3, 0.6)",0.611,0.611,,HMDB0011310
Time_235,0.248242682304892,0.237788682014783,0.304325051994257,,,Main,-0.217823134444083,0.714308499053867,PC P-36:3 or PC O-36:4,"0.2 (-0.2, 0.7)",0.304,0.304,,HMDB0011310
Time_(joint),,,,0.544979785084277,0.585140109521598,Main,,,PC P-36:3 or PC O-36:4,"NA (NA, NA)",,,0.585,HMDB0011310
Time_120,0.00805440862744767,0.0434007838379234,0.85394384202262,,,Main,-0.0770111276948821,0.0931199449497774,CAR 20:0,"0 (-0.1, 0.1)",0.854,0.854,,HMDB0006460
Time_235,0.0392006344540961,0.0434007838379234,0.373156290116798,,,Main,-0.0458649018682336,0.124266170776426,CAR 20:0,"0 (0, 0.1)",0.373,0.373,,HMDB0006460
Time_(joint),,,,0.455088190034104,0.638434422928791,Main,,,CAR 20:0,"NA (NA, NA)",,,0.638,HMDB0006460
Time_120,-0.121554997243656,0.0497745698880904,0.0203077915667708,,,Main,-0.219113154224314,-0.0239968402629993,Sphingosine 1-phosphate,"-0.1 (-0.2, 0)",0.02,0.02*,,HMDB0000277
Time_235,-0.111522191543654,0.0497745698880904,0.0321260939459517,,,Main,-0.209080348524312,-0.0139640345629974,Sphingosine 1-phosphate,"-0.1 (-0.2, 0)",0.032,0.032*,,HMDB0000277
Time_(joint),,,,3.67485875236466,0.0365875854777947,Main,,,Sphingosine 1-phosphate,"NA (NA, NA)",,,0.037*,HMDB0000277
Time_120,0.140863628111647,0.0314306978563227,8.89796888298342e-05,,,Main,0.0792594603132542,0.202467795910039,"12,13-DiHOME","0.1 (0.1, 0.2)",8.9e-05,8.9e-05***,,HMDB0004705
Time_235,0.150924244530537,0.0314306978563227,3.5321898248903e-05,,,Main,0.0893200767321442,0.212528412328929,"12,13-DiHOME","0.2 (0.1, 0.2)",3.5e-05,3.5e-05***,,HMDB0004705
Time_(joint),,,,14.4152211969335,3.43925241313683e-05,Main,,,"12,13-DiHOME","NA (NA, NA)",,,3.4e-05***,HMDB0004705
Time_120,-0.0416229214450314,0.0153332723105381,0.0106035422987347,,,Main,-0.0716761351736862,-0.0115697077163767,LPE 16:1,"0 (-0.1, 0)",0.011,0.011*,,HMDB0011504
Time_235,-0.0197669824062506,0.0153332723105381,0.206585100086758,,,Main,-0.0498201961349053,0.0102862313224042,LPE 16:1,"0 (0, 0)",0.207,0.207,,HMDB0011504
Time_(joint),,,,3.6874819794557,0.0362140370863477,Main,,,LPE 16:1,"NA (NA, NA)",,,0.036*,HMDB0011504
Time_120,-0.0538339018510501,0.071199988146668,0.455123085712243,,,Main,-0.193385878618519,0.0857180749164192,LPE 20:3,"-0.1 (-0.2, 0.1)",0.455,0.455,,HMDB0011484
Time_235,-0.0127715336478755,0.071199988146668,0.858773850036169,,,Main,-0.152323510415345,0.126780443119594,LPE 20:3,"0 (-0.2, 0.1)",0.859,0.859,,HMDB0011484
Time_(joint),,,,0.312152869175708,0.734072911308765,Main,,,LPE 20:3,"NA (NA, NA)",,,0.734,HMDB0011484
Time_120,0.279229736409597,0.0365945688256253,1.07567776843218e-08,,,Main,0.207504381511371,0.350955091307822,"9,10-DiHOME","0.3 (0.2, 0.4)",1.1e-08,1.1e-08***,,HMDB0004704
Time_235,0.328613003467339,0.0365945688256253,2.94502818552809e-10,,,Main,0.256887648569113,0.400338358365565,"9,10-DiHOME","0.3 (0.3, 0.4)",2.9e-10,2.9e-10***,,HMDB0004704
Time_(joint),,,,46.8936028739152,3.07762797785472e-10,Main,,,"9,10-DiHOME","NA (NA, NA)",,,3.1e-10***,HMDB0004704
Time_120,-2.03223041889947,0.197779384157559,1.16185825510741e-11,,,Main,-2.41987801184829,-1.64458282595065,3-Decenoic acid,"-2 (-2.4, -1.6)",1.2e-11,1.2e-11***,,HMDB0031002
Time_235,-1.01636370072675,0.197779384157559,1.32684741546902e-05,,,Main,-1.40401129367557,-0.628716107777937,3-Decenoic acid,"-1 (-1.4, -0.6)",1.3e-05,1.3e-05***,,HMDB0031002
Time_(joint),,,,52.7902681321951,7.3364785800137e-11,Main,,,3-Decenoic acid,"NA (NA, NA)",,,7.3e-11***,HMDB0031002
Time_120,-0.749900364360039,0.141881116698572,8.66075325927624e-06,,,Main,-1.02798735308924,-0.471813375630839,Ibuprofen,"-0.7 (-1, -0.5)",8.7e-06,8.7e-06***,,HMDB0001925
Time_235,-0.830885791754576,0.141881116698572,1.64644873285248e-06,,,Main,-1.10897278048378,-0.552798803025375,Ibuprofen,"-0.8 (-1.1, -0.6)",1.6e-06,1.6e-06***,,HMDB0001925
Time_(joint),,,,20.8522052641819,1.59405762768392e-06,Main,,,Ibuprofen,"NA (NA, NA)",,,1.6e-06***,HMDB0001925
Time_120,-0.0301818080770879,0.0186235191976517,0.114911421484087,,,Main,-0.0666839057044851,0.00632028955030944,Dehydroepiandrosterone sulfate,"0 (-0.1, 0)",0.115,0.115,,HMDB0001032
Time_235,-0.017572316726055,0.0186235191976517,0.352466921248376,,,Main,-0.0540744143534523,0.0189297809013422,Dehydroepiandrosterone sulfate,"0 (-0.1, 0)",0.352,0.352,,HMDB0001032
Time_(joint),,,,1.32505395787672,0.279979470687237,Main,,,Dehydroepiandrosterone sulfate,"NA (NA, NA)",,,0.28,HMDB0001032
Time_120,-0.0895755031316674,0.0989717475489739,0.372196995577092,,,Main,-0.283560128327656,0.104409122064321,Solanidine,"-0.1 (-0.3, 0.1)",0.372,0.372,,HMDB0003236
Time_235,-0.158000556447965,0.0989717475489739,0.120224651653516,,,Main,-0.351985181643953,0.0359840687480243,Solanidine,"-0.2 (-0.4, 0)",0.12,0.12,,HMDB0003236
Time_(joint),,,,1.28189110263718,0.291379836318117,Main,,,Solanidine,"NA (NA, NA)",,,0.291,HMDB0003236
Time_120,-0.0078367250314405,0.0223745028299709,0.728444282083081,,,Main,-0.0516907505781835,0.0360173005153025,7-Methylguanine,"0 (-0.1, 0)",0.728,0.728,,HMDB0000897
Time_235,-0.00053952573718853,0.0223745028299709,0.980911884251998,,,Main,-0.0443935512839315,0.0433144998095545,7-Methylguanine,"0 (0, 0)",0.981,0.981,,HMDB0000897
Time_(joint),,,,0.0765416466824041,0.926483403531062,Main,,,7-Methylguanine,"NA (NA, NA)",,,0.926,HMDB0000897
Time_120,0.0114877980159378,0.0348527670603635,0.74384307324294,,,Main,-0.0568236254223745,0.0797992214542502,Thyroxine,"0 (-0.1, 0.1)",0.744,0.744,,HMDB0000248
Time_235,0.0256904947606851,0.0348527670603635,0.466423026601632,,,Main,-0.0426209286776273,0.0940019181989974,Thyroxine,"0 (0, 0.1)",0.466,0.466,,HMDB0000248
Time_(joint),,,,0.272680509422285,0.763087181150395,Main,,,Thyroxine,"NA (NA, NA)",,,0.763,HMDB0000248
Time_120,0.587407431884544,0.235183707029574,0.0178357622668661,,,Main,0.126447366106579,1.04836749766251,Chenodeoxycholic acid,"0.6 (0.1, 1)",0.018,0.018*,,HMDB0000518
Time_235,0.860818910808927,0.235183707029574,0.000900186819206482,,,Main,0.399858845030963,1.32177897658689,Chenodeoxycholic acid,"0.9 (0.4, 1.3)",9.0e-04,9.0e-04***,,HMDB0000518
Time_(joint),,,,6.99561047473096,0.00301717587200422,Main,,,Chenodeoxycholic acid,"NA (NA, NA)",,,3e-03**,HMDB0000518
Time_120,-0.871885065163131,0.0777070966885061,1.26070216724231e-12,,,Main,-1.0241909746726,-0.719579155653659,10-Hendecenoic acid,"-0.9 (-1, -0.7)",1.3e-12,1.3e-12***,,HMDB0033724
Time_235,-0.797824878231335,0.0777070966885061,1.18494735484655e-11,,,Main,-0.950130787740807,-0.645518968721863,10-Hendecenoic acid,"-0.8 (-1, -0.6)",1.2e-11,1.2e-11***,,HMDB0033724
Time_(joint),,,,77.4043161990618,5.49602332040654e-13,Main,,,10-Hendecenoic acid,"NA (NA, NA)",,,5.5e-13***,HMDB0033724
Time_120,-0.155572705575871,0.0385507452699071,0.000316923916443473,,,Main,-0.231132166304889,-0.0800132448468533,Hexadecanedioic acid,"-0.2 (-0.2, -0.1)",3.2e-04,3.2e-04***,,HMDB0000672
Time_235,-0.136332581273982,0.0385507452699071,0.00126177690214593,,,Main,-0.211892042003,-0.0607731205449638,Hexadecanedioic acid,"-0.1 (-0.2, -0.1)",1.3e-03,1.3e-03**,,HMDB0000672
Time_(joint),,,,9.68034463689168,0.000515591984758621,Main,,,Hexadecanedioic acid,"NA (NA, NA)",,,5.2e-04***,HMDB0000672
Time_120,-0.209461724269582,0.0664301632714601,0.00349995732610211,,,Main,-0.339664844281644,-0.0792586042575201,PE P-34:1 or PE O-34:2,"-0.2 (-0.3, -0.1)",3.5e-03,3.5e-03**,,HMDB0008952
Time_235,-0.18591832186054,0.0664301632714601,0.00862009414633949,,,Main,-0.316121441872602,-0.0557152018484785,PE P-34:1 or PE O-34:2,"-0.2 (-0.3, -0.1)",8.6e-03,8.6e-03**,,HMDB0008952
Time_(joint),,,,5.96681971055778,0.00627544820582665,Main,,,PE P-34:1 or PE O-34:2,"NA (NA, NA)",,,6.3e-03**,HMDB0008952
Time_120,0.0262815204256898,0.0181225063256695,0.156730477454646,,,Main,-0.00923859197262246,0.0618016328240021,PE P-36:1 or PE O-36:2,"0 (0, 0.1)",0.157,0.157,,HMDB0011439
Time_235,0.071250669854299,0.0181225063256695,0.000424265375071534,,,Main,0.0357305574559867,0.106770782252611,PE P-36:1 or PE O-36:2,"0.1 (0, 0.1)",4.2e-04,4.2e-04***,,HMDB0011439
Time_(joint),,,,7.90601109816078,0.00162108523650891,Main,,,PE P-36:1 or PE O-36:2,"NA (NA, NA)",,,1.6e-03**,HMDB0011439
Time_120,-0.0408577257127044,0.014373902483714,0.00773087738679112,,,Main,-0.0690305745807837,-0.012684876844625,PE 38:6,"0 (-0.1, 0)",7.7e-03,7.7e-03**,,HMDB0009102
Time_235,-0.127970509632555,0.014373902483714,3.59236483575935e-10,,,Main,-0.156143358500635,-0.099797660764476,PE 38:6,"-0.1 (-0.2, -0.1)",3.6e-10,3.6e-10***,,HMDB0009102
Time_(joint),,,,41.3574000475152,1.34427588958686e-09,Main,,,PE 38:6,"NA (NA, NA)",,,1.3e-09***,HMDB0009102
Time_120,-0.0134190586756635,0.00996984323142409,0.187772620219118,,,Main,-0.0329599514092547,0.00612183405792777,PE P-38:4 or PE O-38:5,"0 (0, 0)",0.188,0.188,,HMDB0005779
Time_235,-0.010340295803741,0.00996984323142409,0.307436700198198,,,Main,-0.0298811885373322,0.0092005969298502,PE P-38:4 or PE O-38:5,"0 (0, 0)",0.307,0.307,,HMDB0005779
Time_(joint),,,,0.994226268067791,0.381151278800982,Main,,,PE P-38:4 or PE O-38:5,"NA (NA, NA)",,,0.381,HMDB0005779
Time_120,0.33332406673009,0.0843032715564859,0.000398633496908357,,,Main,0.168089654479378,0.498558478980803,Deoxycholic acid,"0.3 (0.2, 0.5)",4.0e-04,4.0e-04***,,HMDB0000626
Time_235,0.332641781624513,0.0843032715564859,0.000407774058939594,,,Main,0.167407369373801,0.497876193875226,Deoxycholic acid,"0.3 (0.2, 0.5)",4.1e-04,4.1e-04***,,HMDB0000626
Time_(joint),,,,10.4007624404901,0.000331173981374209,Main,,,Deoxycholic acid,"NA (NA, NA)",,,3.3e-04***,HMDB0000626
Time_120,-0.183326375778742,0.0701460861990448,0.0135448908999672,,,Main,-0.32081270472887,-0.0458400468286141,Capric acid,"-0.2 (-0.3, 0)",0.014,0.014*,,HMDB0000511
Time_235,0.082902491145227,0.0701460861990448,0.245971744902062,,,Main,-0.0545838378049009,0.220388820095355,Capric acid,"0.1 (-0.1, 0.2)",0.246,0.246,,HMDB0000511
Time_(joint),,,,7.54393486293379,0.00206945011059266,Main,,,Capric acid,"NA (NA, NA)",,,2.1e-03**,HMDB0000511
Time_120,-0.0239659540533793,0.0209647060944009,0.261453915179747,,,Main,-0.0650567779984051,0.0171248698916466,2-Methylguanosine,"0 (-0.1, 0)",0.261,0.261,,HMDB0005862
Time_235,-0.0130581741240156,0.0209647060944009,0.537787481729574,,,Main,-0.0541489980690415,0.0280326498210102,2-Methylguanosine,"0 (-0.1, 0)",0.538,0.538,,HMDB0005862
Time_(joint),,,,0.655157662113503,0.526186560405485,Main,,,2-Methylguanosine,"NA (NA, NA)",,,0.526,HMDB0005862
Time_120,-0.326097984278971,0.0695837841311273,4.93271833575219e-05,,,Main,-0.462482201175981,-0.189713767381962,Heme,"-0.3 (-0.5, -0.2)",4.9e-05,4.9e-05***,,HMDB0003178
Time_235,-0.306076890749511,0.0695837841311273,0.000112916453436572,,,Main,-0.442461107646521,-0.169692673852502,Heme,"-0.3 (-0.4, -0.2)",1.1e-04,1.1e-04***,,HMDB0003178
Time_(joint),,,,13.7978670788461,4.77481839896771e-05,Main,,,Heme,"NA (NA, NA)",,,4.8e-05***,HMDB0003178
Time_120,2.87126463399804,0.363874632844494,5.27816322435903e-09,,,Main,2.15807035362283,3.58445891437325,Glycolithocholic acid,"2.9 (2.2, 3.6)",5.3e-09,5.3e-09***,,HMDB0000698
Time_235,1.91319669948565,0.363874632844494,9.38461903906691e-06,,,Main,1.20000241911044,2.62639097986085,Glycolithocholic acid,"1.9 (1.2, 2.6)",9.4e-06,9.4e-06***,,HMDB0000698
Time_(joint),,,,32.2807566162974,2.11609248051841e-08,Main,,,Glycolithocholic acid,"NA (NA, NA)",,,2.1e-08***,HMDB0000698
Time_120,-0.218847328941284,0.0825270955321564,0.0123500188551725,,,Main,-0.380600436184311,-0.0570942216982578,Pterin,"-0.2 (-0.4, -0.1)",0.012,0.012*,,HMDB0000802
Time_235,-0.178010809597293,0.0825270955321563,0.0386219704548576,,,Main,-0.33976391684032,-0.0162577023542668,Pterin,"-0.2 (-0.3, 0)",0.039,0.039*,,HMDB0000802
Time_(joint),,,,3.97655486115795,0.0286807327447327,Main,,,Pterin,"NA (NA, NA)",,,0.029*,HMDB0000802
Time_120,-0.276917204423499,0.0391851678463785,5.8071960988744e-09,,,Main,-0.353720133402401,-0.200114275444597,Juniperic acid,"-0.3 (-0.4, -0.2)",5.8e-09,5.8e-09***,,HMDB0006294
Time_235,-0.129983137011369,0.0391851678463785,0.00173933032628274,,,Main,-0.206786065990271,-0.0531802080324674,Juniperic acid,"-0.1 (-0.2, -0.1)",1.7e-03,1.7e-03**,,HMDB0006294
Time_(joint),,,,25.0016435156156,3.63089997306683e-08,Main,,,Juniperic acid,"NA (NA, NA)",,,3.6e-08***,HMDB0006294
Time_120,-1.79383809736975,0.158844681187865,1.06719935903404e-12,,,Main,-2.10517367249796,-1.48250252224153,5-Dodecenoic acid,"-1.8 (-2.1, -1.5)",1.1e-12,1.1e-12***,,HMDB0000529
Time_235,-1.01064014475199,0.158844681187865,3.81685607649643e-07,,,Main,-1.3219757198802,-0.699304569623775,5-Dodecenoic acid,"-1 (-1.3, -0.7)",3.8e-07,3.8e-07***,,HMDB0000529
Time_(joint),,,,64.1079883655872,6.41367828436322e-12,Main,,,5-Dodecenoic acid,"NA (NA, NA)",,,6.4e-12***,HMDB0000529
Time_120,0.548498725046902,0.102681553137584,7.35048822033294e-06,,,Main,0.347242880897237,0.749754569196566,13-HODE,"0.5 (0.3, 0.7)",7.4e-06,7.4e-06***,,HMDB0004667
Time_235,0.838924460217029,0.102681553137584,2.48189250618125e-09,,,Main,0.637668616067365,1.04018030436669,13-HODE,"0.8 (0.6, 1)",2.5e-09,2.5e-09***,,HMDB0004667
Time_(joint),,,,34.4285442548102,1.05462198570163e-08,Main,,,13-HODE,"NA (NA, NA)",,,1.1e-08***,HMDB0004667
Time_120,-0.00172511988726676,0.0420414371679513,0.967523909136869,,,Main,-0.0841263367364512,0.0806760969619177,4-Pyridoxic acid,"0 (-0.1, 0.1)",0.968,0.968,,HMDB0000017
Time_235,-0.0336123440418309,0.0420414371679513,0.429892615992498,,,Main,-0.116013560891015,0.0487888728073536,4-Pyridoxic acid,"0 (-0.1, 0)",0.43,0.43,,HMDB0000017
Time_(joint),,,,0.405390312474225,0.670092324150508,Main,,,4-Pyridoxic acid,"NA (NA, NA)",,,0.67,HMDB0000017
Time_120,-0.0430234262315528,0.0122643652300073,0.00136288410301505,,,Main,-0.0670615820823671,-0.0189852703807385,N4-Acetylcytidine,"0 (-0.1, 0)",1.4e-03,1.4e-03**,,HMDB0005923
Time_235,-0.0651274004759047,0.0122643652300073,8.05544817997525e-06,,,Main,-0.0891655563267189,-0.0410892446250904,N4-Acetylcytidine,"-0.1 (-0.1, 0)",8.1e-06,8.1e-06***,,HMDB0005923
Time_(joint),,,,14.5845256832205,3.1469636494551e-05,Main,,,N4-Acetylcytidine,"NA (NA, NA)",,,3.1e-05***,HMDB0005923
Time_120,1.43189121116388,0.233360026755042,7.326728110406e-07,,,Main,0.974505558723996,1.88927686360376,Taurodeoxycholic acid,"1.4 (1, 1.9)",7.3e-07,7.3e-07***,,HMDB0000896
Time_235,1.13860700795167,0.233360026755042,2.82232985661874e-05,,,Main,0.681221355511791,1.59599266039156,Taurodeoxycholic acid,"1.1 (0.7, 1.6)",2.8e-05,2.8e-05***,,HMDB0000896
Time_(joint),,,,21.0120532718241,1.48740367810335e-06,Main,,,Taurodeoxycholic acid,"NA (NA, NA)",,,1.5e-06***,HMDB0000896
Time_120,-0.168194343734561,0.112305023853875,0.144022683319702,,,Main,-0.388312190488156,0.051923503019034,Isolithocholic acid,"-0.2 (-0.4, 0.1)",0.144,0.144,,HMDB0000717
Time_235,-0.134310826489879,0.112305023853875,0.240504302024324,,,Main,-0.354428673243474,0.0858070202637164,Isolithocholic acid,"-0.1 (-0.4, 0.1)",0.241,0.241,,HMDB0000717
Time_(joint),,,,1.25476406603187,0.298796370228795,Main,,,Isolithocholic acid,"NA (NA, NA)",,,0.299,HMDB0000717
Time_120,-0.274360824366836,0.11222136565718,0.0201803692547036,,,Main,-0.49431470105491,-0.0544069476787626,Maslinic acid,"-0.3 (-0.5, -0.1)",0.02,0.02*,,HMDB0002392
Time_235,-0.221897588195345,0.11222136565718,0.0566736187087697,,,Main,-0.441851464883419,-0.00194371150727188,Maslinic acid,"-0.2 (-0.4, 0)",0.057,0.057,,HMDB0002392
Time_(joint),,,,3.36849510761107,0.0470311578299315,Main,,,Maslinic acid,"NA (NA, NA)",,,0.047*,HMDB0002392
Time_120,0.0122513231779928,0.0380622250112537,0.749639804887523,,,Main,-0.0623506378440644,0.0868532842000501,Niacinamide,"0 (-0.1, 0.1)",0.75,0.75,,HMDB0001406
Time_235,0.0207754099434924,0.0380622250112537,0.588969740310689,,,Main,-0.0538265510785649,0.0953773709655496,Niacinamide,"0 (-0.1, 0.1)",0.589,0.589,,HMDB0001406
Time_(joint),,,,0.150562053279225,0.860830152131889,Main,,,Niacinamide,"NA (NA, NA)",,,0.861,HMDB0001406
Time_120,-0.220566150412759,0.0449861781787423,2.63405291603688e-05,,,Main,-0.308739059643094,-0.132393241182424,2-Hydroxymyristic acid,"-0.2 (-0.3, -0.1)",2.6e-05,2.6e-05***,,HMDB0002261
Time_235,-0.248685042496659,0.0449861781787423,4.27337409658642e-06,,,Main,-0.336857951726994,-0.160512133266324,2-Hydroxymyristic acid,"-0.2 (-0.3, -0.2)",4.3e-06,4.3e-06***,,HMDB0002261
Time_(joint),,,,18.3296696294523,4.9568495407917e-06,Main,,,2-Hydroxymyristic acid,"NA (NA, NA)",,,5e-06***,HMDB0002261
Time_120,-0.77220639370014,0.110536187519643,6.46971088873581e-08,,,Main,-0.98885732123864,-0.555555466161639,Lauric acid,"-0.8 (-1, -0.6)",6.5e-08,6.5e-08***,,HMDB0000638
Time_235,-0.0882796464515518,0.110536187519643,0.430381673047016,,,Main,-0.304930573990052,0.128371281086949,Lauric acid,"-0.1 (-0.3, 0.1)",0.43,0.43,,HMDB0000638
Time_(joint),,,,29.2418285648386,5.98794041874422e-08,Main,,,Lauric acid,"NA (NA, NA)",,,6e-08***,HMDB0000638
Time_120,0.0968819527197329,0.158721542800683,0.545914847079135,,,Main,-0.214212271169606,0.407976176609072,4-Acetamidobutanoic acid,"0.1 (-0.2, 0.4)",0.546,0.546,,HMDB0003681
Time_235,-0.0387325737796492,0.158721542800683,0.808766612738327,,,Main,-0.349826797668988,0.272361650109689,4-Acetamidobutanoic acid,"0 (-0.3, 0.3)",0.809,0.809,,HMDB0003681
Time_(joint),,,,0.387385030180924,0.681969885701653,Main,,,4-Acetamidobutanoic acid,"NA (NA, NA)",,,0.682,HMDB0003681
Time_120,0.625618641408757,0.210512640545572,0.00558052001951631,,,Main,0.213013865939436,1.03822341687808,Lithocholic acid,"0.6 (0.2, 1)",5.6e-03,5.6e-03**,,HMDB0000761
Time_235,0.428211861337997,0.210512640545572,0.0502967593589301,,,Main,0.015607085868676,0.840816636807319,Lithocholic acid,"0.4 (0, 0.8)",0.05,0.05,,HMDB0000761
Time_(joint),,,,4.61638722876243,0.0173188367114569,Main,,,Lithocholic acid,"NA (NA, NA)",,,0.017*,HMDB0000761
Time_120,-0.0395771327762645,0.0347147637139908,0.262720299577154,,,Main,-0.107618069655687,0.0284638041031574,3-Methylxanthine,"0 (-0.1, 0)",0.263,0.263,,HMDB0001886
Time_235,-0.0516582170917591,0.0347147637139908,0.146519954260685,,,Main,-0.119699153971181,0.0163827197876629,3-Methylxanthine,"-0.1 (-0.1, 0)",0.147,0.147,,HMDB0001886
Time_(joint),,,,1.2117444076551,0.310972160081454,Main,,,3-Methylxanthine,"NA (NA, NA)",,,0.311,HMDB0001886
Time_120,-2.06868366951511,0.199070711412507,8.78196736861024e-12,,,Main,-2.45886226388362,-1.67850507514659,Myristoleic acid,"-2.1 (-2.5, -1.7)",8.8e-12,8.8e-12***,,HMDB0002000
Time_235,-0.862081239838901,0.199070711412507,0.000137225507852914,,,Main,-1.25225983420742,-0.471902645470387,Myristoleic acid,"-0.9 (-1.3, -0.5)",1.4e-04,1.4e-04***,,HMDB0002000
Time_(joint),,,,54.4929335737181,4.96124163987574e-11,Main,,,Myristoleic acid,"NA (NA, NA)",,,5e-11***,HMDB0002000
Time_120,0.147588121519141,0.0965184083486332,0.136061039810631,,,Main,-0.0415879588441805,0.336764201882462,Pantothenic acid,"0.1 (0, 0.3)",0.136,0.136,,HMDB0000210
Time_235,0.229870902034366,0.0965184083486332,0.0233525302108423,,,Main,0.0406948216710448,0.419046982397687,Pantothenic acid,"0.2 (0, 0.4)",0.023,0.023*,,HMDB0000210
Time_(joint),,,,2.91237516411802,0.0688624598557691,Main,,,Pantothenic acid,"NA (NA, NA)",,,0.069,HMDB0000210
Time_120,0.00779987440146023,0.0256175257194658,0.762738040416879,,,Main,-0.0424104760086927,0.0580102248116131,9-cis-Retinoic acid,"0 (0, 0.1)",0.763,0.763,,HMDB0002369
Time_235,-0.0110578782386944,0.0256175257194658,0.668888187142738,,,Main,-0.0612682286488472,0.0391524721714585,9-cis-Retinoic acid,"0 (-0.1, 0)",0.669,0.669,,HMDB0002369
Time_(joint),,,,0.273637225568127,0.762369715462657,Main,,,9-cis-Retinoic acid,"NA (NA, NA)",,,0.762,HMDB0002369
Time_120,-0.419135306586365,0.043326806092316,5.07105208396277e-11,,,Main,-0.504055846527305,-0.334214766645426,11-Methyllauric acid,"-0.4 (-0.5, -0.3)",5.1e-11,5.1e-11***,,HMDB0304761
Time_235,-0.284627909033677,0.043326806092316,2.11047865221815e-07,,,Main,-0.369548448974616,-0.199707369092737,11-Methyllauric acid,"-0.3 (-0.4, -0.2)",2.1e-07,2.1e-07***,,HMDB0304761
Time_(joint),,,,48.7921579728345,1.91232012047884e-10,Main,,,11-Methyllauric acid,"NA (NA, NA)",,,1.9e-10***,HMDB0304761
Time_120,-0.0703702244329449,0.0397589209015165,0.0862688074573517,,,Main,-0.148297709399917,0.00755726053402742,Caffeine,"-0.1 (-0.1, 0)",0.086,0.086,,HMDB0001847
Time_235,-0.00456129115959704,0.0397589209015165,0.909380957406117,,,Main,-0.0824887761265694,0.0733661938073753,Caffeine,"0 (-0.1, 0.1)",0.909,0.909,,HMDB0001847
Time_(joint),,,,1.96182430503074,0.157149360488033,Main,,,Caffeine,"NA (NA, NA)",,,0.157,HMDB0001847
Time_120,0.0503540942489258,0.0903453548053793,0.581165544267653,,,Main,-0.126722801169618,0.227430989667469,N-Acetyl-D-tryptophan,"0.1 (-0.1, 0.2)",0.581,0.581,,HMDB0013713
Time_235,-0.00669874138180286,0.0903453548053793,0.941355825032082,,,Main,-0.183775636800346,0.17037815403674,N-Acetyl-D-tryptophan,"0 (-0.2, 0.2)",0.941,0.941,,HMDB0013713
Time_(joint),,,,0.238308893920417,0.78934515197869,Main,,,N-Acetyl-D-tryptophan,"NA (NA, NA)",,,0.789,HMDB0013713
